Date,USD_IDR,Returns,Rolling_Mean_7,Rolling_Mean_14,Anomaly,Anomaly_Score,Anomaly_Votes,IF_Score,OCSVM_Score,Stats_Score
2025-03-12,16433.900390625,0.006732442454361776,16353.099888392857,16359.371303013393,1,0.25332536202433903,0,0.5012153623303461,-0.0008213836972652544,1.1073374423413056
2025-03-13,16305.599609375,-0.007807080376560638,16332.29994419643,16363.69273158482,1,0.37002006865194575,0,0.5353313392008737,-0.00045103997213358227,1.5374022332065655
2025-03-14,16259.2998046875,-0.0028395033483392673,16315.199916294643,16362.357003348214,1,0.15050989865418826,0,0.517547266924239,-0.00022634127695653206,0.6337998103034097
2025-03-17,16321.0,0.003794763369497023,16322.64271763393,16365.33558872768,1,0.12900383709741653,0,0.5022226263386774,-0.0004732029871465926,0.5729735213159779
2025-03-18,16370.0,0.0030022670179523647,16329.485630580357,16369.33558872768,1,0.08337774407750377,0,0.4769094724128842,-0.0006410239540217688,0.4288184092101344
2025-03-19,16514.5,0.008827122785583397,16361.18568638393,16379.842703683036,1,0.3549973470596929,0,0.5282520038395969,-0.0009723722673138369,1.4883598626775112
2025-03-20,16330.2998046875,-0.011153846335795858,16362.085658482143,16363.88560267857,1,0.5284756931610259,1,0.5699292358973288,-0.0006246949292116888,2.146179069977135
2025-03-21,16428.5,0.006013373697175695,16361.314174107143,16357.20703125,1,0.22634801032138313,0,0.5089440926417662,-0.0008342564292012078,0.9765388120360305
2025-03-24,16519.0,0.005508719603128709,16391.799944196428,16362.04994419643,1,0.20290841504122817,0,0.5049003341165371,-0.0010111631464688742,0.8847422159252449
2025-03-25,16575.80078125,0.0034385120921363033,16437.01436941964,16376.107142857143,1,0.10664695364744009,0,0.487472944802636,-0.0011263514164223665,0.5081714023842158
2025-03-26,16621.0,0.0027268196177361315,16479.871512276786,16401.25711495536,1,0.08321466475260483,0,0.5021676499496944,-0.001195955103775237,0.37871451815746165
2025-03-27,16629.0,0.0004813188135490698,16516.871512276786,16423.178571428572,1,0.004802930427732805,0,0.5090449317162202,-0.0012484309353206768,0.02974215111353447
2025-03-28,16560.900390625,-0.0040952317863370835,16523.500139508928,16442.342912946428,1,0.21894858794656066,0,0.55076996915038,-0.0013207316350589693,0.8622168539923107
2025-03-31,16575.0,0.000851379396193952,16558.45731026786,16460.271484375,1,0.015295865602612783,0,0.5276520845882658,-0.001334266392353456,0.037571880898284345
2025-04-01,16652.0,0.004645550527903497,16590.385881696428,16475.850027901786,1,0.19117190383534777,0,0.5585519106304793,-0.0012527171354470568,0.7277317330847118
2025-04-02,16731.400390625,0.004768219470634216,16620.72879464286,16506.26436941964,1,0.19076881191532455,0,0.546374453341335,-0.0010939005589962747,0.7500452177547491
2025-04-03,16739.0,0.0004542123909281326,16644.04296875,16540.528669084822,1,0.014200518906556771,0,0.5264790295242716,-0.0010537659775700092,0.03467281026936956
2025-04-04,16739.80078125,4.783925264351119e-05,16661.014508928572,16570.443010602678,1,0.04009781788426812,0,0.5448575857036099,-0.0010178962360618549,0.10859209733238631
2025-04-07,16738.0,-0.00010757483159640202,16676.5859375,16596.72872488839,1,0.04639358132123988,0,0.5441435478826446,-0.0009770575317116226,0.13686192430731745
2025-04-08,16855.69921875,0.00703185677799012,16718.700055803572,16621.10009765625,1,0.3014332876708801,0,0.5764864924328182,-0.00045902139068587644,1.1618009175416795
2025-04-09,17051.900390625,0.011640049417632525,16786.828683035714,16672.642996651786,-1,0.5294663123702398,3,0.6435715367414403,0.0009250447466881973,2.0000313084806334
2025-04-10,16805.5,-0.014450025215985263,16808.757254464286,16699.57156808036,-1,0.709302437966715,2,0.6564073574182526,-0.0002433481372059454,2.745754115424951
2025-04-11,16833.80078125,0.0016840189967570751,16823.385881696428,16722.05733816964,1,0.07064867213332375,0,0.5689723959216537,-2.679858983878347e-05,0.18902905130543154
2025-04-14,16788.0,-0.002720762936734622,16830.385881696428,16737.214425223214,1,0.17741154313670982,0,0.5857667845933683,-0.00012483754512659928,0.6122009255729012
2025-04-15,16780.0,-0.0004765308553729142,16836.12862723214,16748.57156808036,1,0.061832863994930175,0,0.542717387055949,-9.490176256976568e-05,0.20397503702507638
2025-04-16,16813.5,0.0019964243146604055,16846.91434151786,16761.750139508928,1,0.071029565583587,1,0.5412411338324286,0.00010562796999380453,0.245855588786694
2025-04-17,16794.599609375,-0.0011241199408213998,16838.18582589286,16778.442940848214,1,0.09260537190493161,1,0.5494626587724993,5.991736112687107e-05,0.32177151271785626
2025-04-22,16814.900390625,0.001208768397114257,16804.328683035714,16795.578683035714,1,0.04819509808052413,1,0.5640468757028662,0.00011213637694762468,0.1025809517825164
2025-04-23,16858.099609375,0.00256910345862571,16811.842912946428,16810.30008370536,1,0.10661099106221028,1,0.5649841225457114,0.00035830434307371206,0.3500259436887567
2025-04-24,16846.0,-0.0007177327015123192,16813.58565848214,16818.485770089286,1,0.08323767440960395,1,0.566108816333012,0.0003445069141712054,0.24784966067803205
2025-04-25,16778.5,-0.0040068859076338725,16812.228515625,16821.307198660714,1,0.24087640419349118,1,0.6042680700287627,0.00010267682763087649,0.8461467357845388
2025-04-28,16823.0,0.002652203713085166,16818.37137276786,16827.25,1,0.12049413535911332,1,0.587161047297992,0.00030859839323094107,0.3651418826760821
2025-04-29,16758.0,-0.0038637579504250397,16810.442801339286,16828.678571428572,1,0.23129645503881122,1,0.5968444639233158,5.975375373035163e-05,0.8201117557159183
