bootstrap_iteration,u_statistic,p_value,significant,comparison
1427,1964.5,4.326055694911773e-12,True,Pre-Inauguration vs Entire Period
1428,2617.5,9.920666498685934e-08,True,Pre-Inauguration vs Entire Period
1429,2762.0,6.532959925204315e-07,True,Pre-Inauguration vs Entire Period
1430,2600.0,7.825328488982435e-08,True,Pre-Inauguration vs Entire Period
1431,2867.0,2.384866988382706e-06,True,Pre-Inauguration vs Entire Period
1432,2770.5,7.274944398631963e-07,True,Pre-Inauguration vs Entire Period
1433,2689.5,2.576220544902307e-07,True,Pre-Inauguration vs Entire Period
1434,1751.0,9.440716439910145e-14,True,Pre-Inauguration vs Entire Period
1435,2202.0,2.223396674089187e-10,True,Pre-Inauguration vs Entire Period
1436,2896.0,3.372003904753645e-06,True,Pre-Inauguration vs Entire Period
1437,3127.5,4.4957926184488766e-05,True,Pre-Inauguration vs Entire Period
1438,3031.0,1.5853397715965696e-05,True,Pre-Inauguration vs Entire Period
1439,2571.5,5.298508112794613e-08,True,Pre-Inauguration vs Entire Period
1440,2760.0,6.370018688791618e-07,True,Pre-Inauguration vs Entire Period
1441,2262.5,5.753378078928632e-10,True,Pre-Inauguration vs Entire Period
1442,2709.0,3.320213875837951e-07,True,Pre-Inauguration vs Entire Period
1443,2027.5,1.2698912656780653e-11,True,Pre-Inauguration vs Entire Period
1444,3217.0,0.00011281220502670975,True,Pre-Inauguration vs Entire Period
1445,2049.0,1.8277147274100505e-11,True,Pre-Inauguration vs Entire Period
1446,2599.0,7.718441570610524e-08,True,Pre-Inauguration vs Entire Period
1447,1800.0,2.323700763722881e-13,True,Pre-Inauguration vs Entire Period
1448,2907.5,3.862530562322109e-06,True,Pre-Inauguration vs Entire Period
1449,2842.0,1.7620150114251148e-06,True,Pre-Inauguration vs Entire Period
1450,2658.0,1.7032560811802437e-07,True,Pre-Inauguration vs Entire Period
1451,2707.5,3.2552926880612747e-07,True,Pre-Inauguration vs Entire Period
1452,2716.5,3.6560816452411637e-07,True,Pre-Inauguration vs Entire Period
1453,2640.5,1.3496512821722835e-07,True,Pre-Inauguration vs Entire Period
1454,2770.5,7.277663621184817e-07,True,Pre-Inauguration vs Entire Period
1455,3180.0,7.754283447932604e-05,True,Pre-Inauguration vs Entire Period
1456,2611.5,9.146548426879487e-08,True,Pre-Inauguration vs Entire Period
1457,2521.0,2.6304040004876476e-08,True,Pre-Inauguration vs Entire Period
1458,2419.0,6.103301270378944e-09,True,Pre-Inauguration vs Entire Period
1459,2699.5,2.933917952970171e-07,True,Pre-Inauguration vs Entire Period
1460,1971.5,4.883287419381165e-12,True,Pre-Inauguration vs Entire Period
1461,2025.0,1.2178307538911725e-11,True,Pre-Inauguration vs Entire Period
1462,2816.0,1.2817239993495195e-06,True,Pre-Inauguration vs Entire Period
1463,2804.0,1.1054656168580739e-06,True,Pre-Inauguration vs Entire Period
1464,2469.0,1.2583231914828162e-08,True,Pre-Inauguration vs Entire Period
1465,2844.0,1.8059032253225858e-06,True,Pre-Inauguration vs Entire Period
1466,2569.5,5.161691835031326e-08,True,Pre-Inauguration vs Entire Period
1467,2351.5,2.2441502182420887e-09,True,Pre-Inauguration vs Entire Period
1468,2727.5,4.2128655883240336e-07,True,Pre-Inauguration vs Entire Period
1469,2630.5,1.1812056645899871e-07,True,Pre-Inauguration vs Entire Period
1470,2613.5,9.388819044624944e-08,True,Pre-Inauguration vs Entire Period
1471,2630.5,1.1804066291305919e-07,True,Pre-Inauguration vs Entire Period
1472,2828.0,1.4855274852455295e-06,True,Pre-Inauguration vs Entire Period
1473,2604.0,8.26246926125028e-08,True,Pre-Inauguration vs Entire Period
1474,2551.0,3.99769420953675e-08,True,Pre-Inauguration vs Entire Period
1475,2720.5,3.8491239261782527e-07,True,Pre-Inauguration vs Entire Period
1476,2421.5,6.320815234317506e-09,True,Pre-Inauguration vs Entire Period
1477,2284.0,8.02903698918581e-10,True,Pre-Inauguration vs Entire Period
1478,2556.0,4.2864652299995944e-08,True,Pre-Inauguration vs Entire Period
1479,2422.0,6.376955508943875e-09,True,Pre-Inauguration vs Entire Period
1480,2268.0,6.270394891474917e-10,True,Pre-Inauguration vs Entire Period
1481,2701.5,3.013173884175842e-07,True,Pre-Inauguration vs Entire Period
1482,2783.5,8.562677291591001e-07,True,Pre-Inauguration vs Entire Period
1483,2373.5,3.1179735691349367e-09,True,Pre-Inauguration vs Entire Period
1484,3099.0,3.321870570059378e-05,True,Pre-Inauguration vs Entire Period
1485,2776.5,7.845253177384894e-07,True,Pre-Inauguration vs Entire Period
1486,2607.0,8.608805578418904e-08,True,Pre-Inauguration vs Entire Period
1487,2426.0,6.759806744791576e-09,True,Pre-Inauguration vs Entire Period
1488,2964.5,7.489503916446472e-06,True,Pre-Inauguration vs Entire Period
1489,2336.5,1.7899594969889177e-09,True,Pre-Inauguration vs Entire Period
1490,2623.0,1.067767105370615e-07,True,Pre-Inauguration vs Entire Period
1491,2563.0,4.720675710628361e-08,True,Pre-Inauguration vs Entire Period
1492,3239.5,0.00014110887424041528,True,Pre-Inauguration vs Entire Period
1493,2508.0,2.1906981942918764e-08,True,Pre-Inauguration vs Entire Period
1494,2563.5,4.7503027170630946e-08,True,Pre-Inauguration vs Entire Period
1495,2549.0,3.8902023856005876e-08,True,Pre-Inauguration vs Entire Period
1496,2654.0,1.6153927321080846e-07,True,Pre-Inauguration vs Entire Period
1497,2679.5,2.2608505806228596e-07,True,Pre-Inauguration vs Entire Period
1498,2504.5,2.084412835813193e-08,True,Pre-Inauguration vs Entire Period
1499,1906.5,1.5717404974824025e-12,True,Pre-Inauguration vs Entire Period
1500,2852.0,1.9897130783649734e-06,True,Pre-Inauguration vs Entire Period
1501,2505.5,2.115111743954087e-08,True,Pre-Inauguration vs Entire Period
1502,2803.0,1.0920681139396606e-06,True,Pre-Inauguration vs Entire Period
1503,2960.0,7.11425431544397e-06,True,Pre-Inauguration vs Entire Period
1504,2699.0,2.9165055530273465e-07,True,Pre-Inauguration vs Entire Period
1505,2295.5,9.576806750809218e-10,True,Pre-Inauguration vs Entire Period
1506,2450.5,9.636492099555876e-09,True,Pre-Inauguration vs Entire Period
1507,2522.5,2.6871618993820546e-08,True,Pre-Inauguration vs Entire Period
1508,2504.5,2.085492663400449e-08,True,Pre-Inauguration vs Entire Period
1509,2380.5,3.4583339160021067e-09,True,Pre-Inauguration vs Entire Period
1510,2077.5,2.9384742986506485e-11,True,Pre-Inauguration vs Entire Period
1511,2448.0,9.304064008674564e-09,True,Pre-Inauguration vs Entire Period
1512,2413.0,5.586778648530055e-09,True,Pre-Inauguration vs Entire Period
1513,2380.5,3.4530861540017407e-09,True,Pre-Inauguration vs Entire Period
1514,2574.0,5.488060407423775e-08,True,Pre-Inauguration vs Entire Period
1515,2924.0,4.691165150860649e-06,True,Pre-Inauguration vs Entire Period
1516,2486.5,1.6151801207850557e-08,True,Pre-Inauguration vs Entire Period
1517,2293.0,9.230799598848343e-10,True,Pre-Inauguration vs Entire Period
1518,2191.5,1.8829026480951415e-10,True,Pre-Inauguration vs Entire Period
1519,2675.0,2.129846876283628e-07,True,Pre-Inauguration vs Entire Period
1520,2871.0,2.5030871218360287e-06,True,Pre-Inauguration vs Entire Period
1521,2272.5,6.724878097774641e-10,True,Pre-Inauguration vs Entire Period
1522,2547.0,3.778790203323521e-08,True,Pre-Inauguration vs Entire Period
1523,2536.0,3.245172091453481e-08,True,Pre-Inauguration vs Entire Period
1524,2430.0,7.1630858735289054e-09,True,Pre-Inauguration vs Entire Period
1525,2632.0,1.2050058639642165e-07,True,Pre-Inauguration vs Entire Period
1526,3215.5,0.00011109809821629042,True,Pre-Inauguration vs Entire Period
1527,3027.5,1.5250514102517366e-05,True,Pre-Inauguration vs Entire Period
1528,2221.0,3.006959078637258e-10,True,Pre-Inauguration vs Entire Period
1529,2251.5,4.853125195687283e-10,True,Pre-Inauguration vs Entire Period
1530,2784.0,8.617179819997937e-07,True,Pre-Inauguration vs Entire Period
1531,2890.5,3.1582296157664632e-06,True,Pre-Inauguration vs Entire Period
1532,2552.0,4.052159065146313e-08,True,Pre-Inauguration vs Entire Period
1533,2659.0,1.7253890375028153e-07,True,Pre-Inauguration vs Entire Period
1534,3131.0,4.665302294439209e-05,True,Pre-Inauguration vs Entire Period
1535,3062.0,2.228604937642418e-05,True,Pre-Inauguration vs Entire Period
1536,2751.5,5.722921297349805e-07,True,Pre-Inauguration vs Entire Period
1537,2519.5,2.5737943908095612e-08,True,Pre-Inauguration vs Entire Period
1538,2789.5,9.229687414990649e-07,True,Pre-Inauguration vs Entire Period
1539,3034.0,1.6386473115904996e-05,True,Pre-Inauguration vs Entire Period
1540,2384.5,3.671568446787004e-09,True,Pre-Inauguration vs Entire Period
1541,2765.0,6.783941201540382e-07,True,Pre-Inauguration vs Entire Period
1542,2496.0,1.8487278713452676e-08,True,Pre-Inauguration vs Entire Period
1543,2584.5,6.33576266298225e-08,True,Pre-Inauguration vs Entire Period
1544,2486.0,1.6051854720140245e-08,True,Pre-Inauguration vs Entire Period
1545,2470.0,1.2760749486887255e-08,True,Pre-Inauguration vs Entire Period
1546,2502.5,2.027435884611988e-08,True,Pre-Inauguration vs Entire Period
1547,2055.5,2.0356423293704698e-11,True,Pre-Inauguration vs Entire Period
1548,3007.5,1.2204414564073454e-05,True,Pre-Inauguration vs Entire Period
1549,2488.5,1.662723515724915e-08,True,Pre-Inauguration vs Entire Period
1550,2545.5,3.704915940734557e-08,True,Pre-Inauguration vs Entire Period
1551,2349.0,2.1597132002892282e-09,True,Pre-Inauguration vs Entire Period
1552,2191.5,1.8801399590391285e-10,True,Pre-Inauguration vs Entire Period
1553,2245.5,4.418552372564409e-10,True,Pre-Inauguration vs Entire Period
1554,2162.0,1.1723973856759654e-10,True,Pre-Inauguration vs Entire Period
1555,2137.0,7.82270078079046e-11,True,Pre-Inauguration vs Entire Period
1556,2235.5,3.776774726291169e-10,True,Pre-Inauguration vs Entire Period
1557,1996.0,7.440895775073472e-12,True,Pre-Inauguration vs Entire Period
1558,2764.5,6.74111039279584e-07,True,Pre-Inauguration vs Entire Period
1559,1986.5,6.3179051806642094e-12,True,Pre-Inauguration vs Entire Period
1560,2367.0,2.8322349186573513e-09,True,Pre-Inauguration vs Entire Period
1561,2592.5,7.072307174223227e-08,True,Pre-Inauguration vs Entire Period
1562,2432.0,7.376282464057335e-09,True,Pre-Inauguration vs Entire Period
1563,2840.0,1.719370199349864e-06,True,Pre-Inauguration vs Entire Period
1564,2122.5,6.178893852952533e-11,True,Pre-Inauguration vs Entire Period
1565,2686.0,2.461641852216435e-07,True,Pre-Inauguration vs Entire Period
1566,3232.0,0.00013093621323876305,True,Pre-Inauguration vs Entire Period
1567,2755.5,6.020112536768666e-07,True,Pre-Inauguration vs Entire Period
1568,2519.0,2.5578310301718925e-08,True,Pre-Inauguration vs Entire Period
1569,2833.0,1.5788883365049556e-06,True,Pre-Inauguration vs Entire Period
1570,3211.0,0.00010618675483775886,True,Pre-Inauguration vs Entire Period
1571,2877.0,2.6900999681542313e-06,True,Pre-Inauguration vs Entire Period
1572,2929.5,5.000176225964212e-06,True,Pre-Inauguration vs Entire Period
1573,3047.5,1.901272773668912e-05,True,Pre-Inauguration vs Entire Period
1574,2258.5,5.40601094166935e-10,True,Pre-Inauguration vs Entire Period
1575,2991.5,1.018563260469153e-05,True,Pre-Inauguration vs Entire Period
1576,2750.0,5.616178820432617e-07,True,Pre-Inauguration vs Entire Period
1577,3098.0,3.289640426764507e-05,True,Pre-Inauguration vs Entire Period
1578,2859.0,2.1652241740900924e-06,True,Pre-Inauguration vs Entire Period
1579,2029.5,1.3141324216918729e-11,True,Pre-Inauguration vs Entire Period
1580,2160.5,1.145453467227786e-10,True,Pre-Inauguration vs Entire Period
1581,2806.0,1.1328303343528124e-06,True,Pre-Inauguration vs Entire Period
1582,2531.5,3.047467679393487e-08,True,Pre-Inauguration vs Entire Period
1583,2637.0,1.2883174035346927e-07,True,Pre-Inauguration vs Entire Period
1584,2297.5,9.887329765568855e-10,True,Pre-Inauguration vs Entire Period
1585,2381.5,3.507172559168275e-09,True,Pre-Inauguration vs Entire Period
1586,2643.5,1.4050276251493587e-07,True,Pre-Inauguration vs Entire Period
1587,2445.0,8.90642805186199e-09,True,Pre-Inauguration vs Entire Period
1588,3056.0,2.0876921569438255e-05,True,Pre-Inauguration vs Entire Period
1589,3159.0,6.248140257289146e-05,True,Pre-Inauguration vs Entire Period
1590,2193.0,1.9289781569901892e-10,True,Pre-Inauguration vs Entire Period
1591,2350.0,2.1947070135899745e-09,True,Pre-Inauguration vs Entire Period
1592,2122.0,6.123907655473094e-11,True,Pre-Inauguration vs Entire Period
1593,2088.5,3.528372240818152e-11,True,Pre-Inauguration vs Entire Period
1594,2521.5,2.6488360893298784e-08,True,Pre-Inauguration vs Entire Period
1595,1815.5,3.0845077737017427e-13,True,Pre-Inauguration vs Entire Period
1596,2929.5,4.999740914159118e-06,True,Pre-Inauguration vs Entire Period
1597,2712.5,3.473709303718082e-07,True,Pre-Inauguration vs Entire Period
1598,2478.0,1.4315675744135308e-08,True,Pre-Inauguration vs Entire Period
1599,2346.5,2.0787792701008527e-09,True,Pre-Inauguration vs Entire Period
1600,2380.5,3.460526024878346e-09,True,Pre-Inauguration vs Entire Period
1601,2500.0,1.957328237111642e-08,True,Pre-Inauguration vs Entire Period
1602,2954.0,6.644485487056643e-06,True,Pre-Inauguration vs Entire Period
1603,2671.0,2.0225220631951426e-07,True,Pre-Inauguration vs Entire Period
1604,2557.0,4.343263475420372e-08,True,Pre-Inauguration vs Entire Period
1605,2582.5,6.166227369249283e-08,True,Pre-Inauguration vs Entire Period
1606,2673.0,2.0750982284179797e-07,True,Pre-Inauguration vs Entire Period
1607,2489.5,1.6869001197653604e-08,True,Pre-Inauguration vs Entire Period
1608,2346.5,2.081693058166319e-09,True,Pre-Inauguration vs Entire Period
1609,2241.0,4.1177571383769263e-10,True,Pre-Inauguration vs Entire Period
1610,3063.0,2.2526322792864674e-05,True,Pre-Inauguration vs Entire Period
1611,2481.5,1.5041602802634907e-08,True,Pre-Inauguration vs Entire Period
1612,2009.0,9.290252734427485e-12,True,Pre-Inauguration vs Entire Period
1613,2614.5,9.522684799111965e-08,True,Pre-Inauguration vs Entire Period
1614,2185.0,1.6971046412927611e-10,True,Pre-Inauguration vs Entire Period
1615,2001.0,8.098776617854481e-12,True,Pre-Inauguration vs Entire Period
1616,2319.0,1.37291292924551e-09,True,Pre-Inauguration vs Entire Period
1617,2142.5,8.555331470036999e-11,True,Pre-Inauguration vs Entire Period
1618,2645.0,1.4336290716770172e-07,True,Pre-Inauguration vs Entire Period
1619,2057.5,2.106235935138072e-11,True,Pre-Inauguration vs Entire Period
1620,3218.5,0.00011449092701436964,True,Pre-Inauguration vs Entire Period
1621,2620.0,1.0251416877750164e-07,True,Pre-Inauguration vs Entire Period
1622,2837.0,1.6583590906809509e-06,True,Pre-Inauguration vs Entire Period
1623,2495.5,1.8352693022932544e-08,True,Pre-Inauguration vs Entire Period
1624,2281.0,7.665401720644853e-10,True,Pre-Inauguration vs Entire Period
1625,2447.5,9.236108742085165e-09,True,Pre-Inauguration vs Entire Period
1626,3069.0,2.4044545788345978e-05,True,Pre-Inauguration vs Entire Period
1627,2873.5,2.5766225482574676e-06,True,Pre-Inauguration vs Entire Period
1628,2764.0,6.704210314088422e-07,True,Pre-Inauguration vs Entire Period
1629,2206.0,2.3633692320780017e-10,True,Pre-Inauguration vs Entire Period
1630,2869.0,2.4432628794012036e-06,True,Pre-Inauguration vs Entire Period
1631,2454.5,1.0218183649983978e-08,True,Pre-Inauguration vs Entire Period
1632,2712.5,3.474114389880454e-07,True,Pre-Inauguration vs Entire Period
1633,3149.5,5.66057488679293e-05,True,Pre-Inauguration vs Entire Period
1634,3396.5,0.0006213336250906938,True,Pre-Inauguration vs Entire Period
1635,2641.0,1.3588488906872542e-07,True,Pre-Inauguration vs Entire Period
1636,3115.5,3.960814475560525e-05,True,Pre-Inauguration vs Entire Period
1637,2938.0,5.516385696723545e-06,True,Pre-Inauguration vs Entire Period
1638,2841.0,1.741305983796306e-06,True,Pre-Inauguration vs Entire Period
1639,2490.5,1.7114550142973292e-08,True,Pre-Inauguration vs Entire Period
1640,2826.0,1.4493024605843541e-06,True,Pre-Inauguration vs Entire Period
1641,2772.5,7.46391699290433e-07,True,Pre-Inauguration vs Entire Period
1642,1860.5,6.947393858964762e-13,True,Pre-Inauguration vs Entire Period
1643,2929.5,4.996477065813545e-06,True,Pre-Inauguration vs Entire Period
1644,2271.5,6.615424938403029e-10,True,Pre-Inauguration vs Entire Period
1645,2320.5,1.4040220190771832e-09,True,Pre-Inauguration vs Entire Period
1646,2263.5,5.852136205854673e-10,True,Pre-Inauguration vs Entire Period
1647,2144.5,8.838222790723582e-11,True,Pre-Inauguration vs Entire Period
1648,2746.0,5.337375371576353e-07,True,Pre-Inauguration vs Entire Period
1649,2071.0,2.6339041843578927e-11,True,Pre-Inauguration vs Entire Period
1650,2533.0,3.1142413787152626e-08,True,Pre-Inauguration vs Entire Period
1651,2723.0,3.972706339802473e-07,True,Pre-Inauguration vs Entire Period
1652,3147.5,5.543395186988386e-05,True,Pre-Inauguration vs Entire Period
1653,2772.0,7.418720780464441e-07,True,Pre-Inauguration vs Entire Period
1654,3121.0,4.200475259204438e-05,True,Pre-Inauguration vs Entire Period
1655,2586.5,6.515638940511708e-08,True,Pre-Inauguration vs Entire Period
1656,2383.5,3.617953475936671e-09,True,Pre-Inauguration vs Entire Period
1657,3037.5,1.7036687375443698e-05,True,Pre-Inauguration vs Entire Period
1658,2811.0,1.2051110146370419e-06,True,Pre-Inauguration vs Entire Period
1659,2709.5,3.339085285253049e-07,True,Pre-Inauguration vs Entire Period
1660,1967.5,4.5605972286355006e-12,True,Pre-Inauguration vs Entire Period
1661,3242.5,0.00014523591324884852,True,Pre-Inauguration vs Entire Period
1662,2569.0,5.122875275747069e-08,True,Pre-Inauguration vs Entire Period
1663,2599.5,7.77170723480367e-08,True,Pre-Inauguration vs Entire Period
1664,2851.5,1.9776994587872596e-06,True,Pre-Inauguration vs Entire Period
1665,2134.0,7.44542684549865e-11,True,Pre-Inauguration vs Entire Period
1666,3088.5,2.969597778013084e-05,True,Pre-Inauguration vs Entire Period
1667,1823.5,3.5624103158750624e-13,True,Pre-Inauguration vs Entire Period
1668,2546.0,3.7304965131845735e-08,True,Pre-Inauguration vs Entire Period
1669,2223.5,3.1259748227626056e-10,True,Pre-Inauguration vs Entire Period
1670,2764.0,6.705585513858958e-07,True,Pre-Inauguration vs Entire Period
1671,2398.0,4.481850101227644e-09,True,Pre-Inauguration vs Entire Period
1672,2375.0,3.1881893879641847e-09,True,Pre-Inauguration vs Entire Period
1673,2922.5,4.6059897731586405e-06,True,Pre-Inauguration vs Entire Period
1674,2683.5,2.3832676380257952e-07,True,Pre-Inauguration vs Entire Period
1675,2702.0,3.0307881862090764e-07,True,Pre-Inauguration vs Entire Period
1676,2901.5,3.598940508868377e-06,True,Pre-Inauguration vs Entire Period
1677,2521.0,2.6298443463829416e-08,True,Pre-Inauguration vs Entire Period
1678,2593.0,7.112713399746717e-08,True,Pre-Inauguration vs Entire Period
1679,2439.5,8.222216326214183e-09,True,Pre-Inauguration vs Entire Period
1680,2304.0,1.0913862720723584e-09,True,Pre-Inauguration vs Entire Period
1681,2335.5,1.7598412034591218e-09,True,Pre-Inauguration vs Entire Period
1682,2730.0,4.349732176400389e-07,True,Pre-Inauguration vs Entire Period
1683,2668.5,1.956579471546995e-07,True,Pre-Inauguration vs Entire Period
1684,2897.5,3.4288373416144825e-06,True,Pre-Inauguration vs Entire Period
1685,2629.0,1.1569645439813997e-07,True,Pre-Inauguration vs Entire Period
1686,2670.0,1.9953143401367575e-07,True,Pre-Inauguration vs Entire Period
1687,2768.0,7.041745509447496e-07,True,Pre-Inauguration vs Entire Period
1688,2406.5,5.081077911484067e-09,True,Pre-Inauguration vs Entire Period
1689,2545.5,3.704954534535803e-08,True,Pre-Inauguration vs Entire Period
1690,2126.0,6.54106577140994e-11,True,Pre-Inauguration vs Entire Period
1691,2694.5,2.748315211007412e-07,True,Pre-Inauguration vs Entire Period
1692,2402.5,4.7916917662982334e-09,True,Pre-Inauguration vs Entire Period
1693,2161.5,1.16329289695388e-10,True,Pre-Inauguration vs Entire Period
1694,3087.0,2.921412514570553e-05,True,Pre-Inauguration vs Entire Period
1695,2631.0,1.1886936410564665e-07,True,Pre-Inauguration vs Entire Period
1696,2665.0,1.8679664076427017e-07,True,Pre-Inauguration vs Entire Period
1697,2085.0,3.32847053681861e-11,True,Pre-Inauguration vs Entire Period
1698,2890.0,3.1347931477847263e-06,True,Pre-Inauguration vs Entire Period
1699,2629.5,1.1651714186207814e-07,True,Pre-Inauguration vs Entire Period
1700,2464.0,1.1714846707716447e-08,True,Pre-Inauguration vs Entire Period
1701,2418.5,6.0526510305501095e-09,True,Pre-Inauguration vs Entire Period
1702,2963.0,7.364876291840723e-06,True,Pre-Inauguration vs Entire Period
1703,2578.5,5.841255238474578e-08,True,Pre-Inauguration vs Entire Period
1704,2455.0,1.0291180554365533e-08,True,Pre-Inauguration vs Entire Period
1705,2888.0,3.0659662872536768e-06,True,Pre-Inauguration vs Entire Period
1706,2698.0,2.878028304514311e-07,True,Pre-Inauguration vs Entire Period
1707,2602.0,8.039986706944557e-08,True,Pre-Inauguration vs Entire Period
1708,2560.5,4.5586976476996614e-08,True,Pre-Inauguration vs Entire Period
1709,2417.0,5.924817452672389e-09,True,Pre-Inauguration vs Entire Period
1710,1951.5,3.4549715626762124e-12,True,Pre-Inauguration vs Entire Period
1711,2028.0,1.2815376952272247e-11,True,Pre-Inauguration vs Entire Period
1712,1994.5,7.244863535714658e-12,True,Pre-Inauguration vs Entire Period
1713,2199.5,2.1396825451547104e-10,True,Pre-Inauguration vs Entire Period
1714,2195.5,2.0016106095385014e-10,True,Pre-Inauguration vs Entire Period
1715,2577.0,5.7211073122602376e-08,True,Pre-Inauguration vs Entire Period
1716,1535.5,1.5124248867650786e-15,True,Pre-Inauguration vs Entire Period
1717,2682.0,2.336173905282324e-07,True,Pre-Inauguration vs Entire Period
1718,2242.0,4.1784694158103826e-10,True,Pre-Inauguration vs Entire Period
1719,3338.5,0.0003652820073875853,True,Pre-Inauguration vs Entire Period
1720,2965.0,7.531599191048665e-06,True,Pre-Inauguration vs Entire Period
1721,2555.0,4.225061125643256e-08,True,Pre-Inauguration vs Entire Period
1722,2191.0,1.8671115236153548e-10,True,Pre-Inauguration vs Entire Period
1723,2717.5,3.7032238486345476e-07,True,Pre-Inauguration vs Entire Period
1724,1990.5,6.7658978832954495e-12,True,Pre-Inauguration vs Entire Period
1725,2419.0,6.1016042605897145e-09,True,Pre-Inauguration vs Entire Period
1726,2541.0,3.47800035546189e-08,True,Pre-Inauguration vs Entire Period
1727,2824.5,1.4224801627311838e-06,True,Pre-Inauguration vs Entire Period
1728,2596.5,7.460935632720279e-08,True,Pre-Inauguration vs Entire Period
1729,2815.5,1.273811153014305e-06,True,Pre-Inauguration vs Entire Period
1730,2600.0,7.824395773677849e-08,True,Pre-Inauguration vs Entire Period
1731,2371.0,3.0048471438043237e-09,True,Pre-Inauguration vs Entire Period
1732,2644.0,1.4136982930062458e-07,True,Pre-Inauguration vs Entire Period
1733,2909.5,3.955148306832375e-06,True,Pre-Inauguration vs Entire Period
1734,2618.5,1.005211825508654e-07,True,Pre-Inauguration vs Entire Period
1735,2332.0,1.6730296863136984e-09,True,Pre-Inauguration vs Entire Period
1736,2099.5,4.231648283364163e-11,True,Pre-Inauguration vs Entire Period
1737,2523.5,2.7246938618211486e-08,True,Pre-Inauguration vs Entire Period
1738,2689.5,2.574073179284943e-07,True,Pre-Inauguration vs Entire Period
1739,2344.5,2.0194527691731823e-09,True,Pre-Inauguration vs Entire Period
1740,2299.5,1.0187098823892324e-09,True,Pre-Inauguration vs Entire Period
1741,1887.0,1.1125493983046354e-12,True,Pre-Inauguration vs Entire Period
1742,2425.0,6.65938044560241e-09,True,Pre-Inauguration vs Entire Period
1743,3206.0,0.00010094751162231222,True,Pre-Inauguration vs Entire Period
1744,1969.5,4.7129119607390975e-12,True,Pre-Inauguration vs Entire Period
1745,2670.0,1.9946071876273914e-07,True,Pre-Inauguration vs Entire Period
1746,2341.0,1.914865206329255e-09,True,Pre-Inauguration vs Entire Period
1747,2627.5,1.134621980599505e-07,True,Pre-Inauguration vs Entire Period
1748,2132.5,7.263413045222015e-11,True,Pre-Inauguration vs Entire Period
1749,3002.0,1.1471984670521014e-05,True,Pre-Inauguration vs Entire Period
1750,2737.5,4.790215527537797e-07,True,Pre-Inauguration vs Entire Period
1751,2806.5,1.140048700749095e-06,True,Pre-Inauguration vs Entire Period
1752,2780.0,8.192475758163443e-07,True,Pre-Inauguration vs Entire Period
1753,2176.5,1.482046069795711e-10,True,Pre-Inauguration vs Entire Period
1754,2292.5,9.152066898977451e-10,True,Pre-Inauguration vs Entire Period
1755,1801.5,2.389631266353601e-13,True,Pre-Inauguration vs Entire Period
1756,2217.5,2.842977942703093e-10,True,Pre-Inauguration vs Entire Period
1757,3255.0,0.00016434475543685256,True,Pre-Inauguration vs Entire Period
1758,2237.0,3.864357690744709e-10,True,Pre-Inauguration vs Entire Period
1759,2952.5,6.524070000275013e-06,True,Pre-Inauguration vs Entire Period
1760,2261.5,5.668138526827642e-10,True,Pre-Inauguration vs Entire Period
1761,2937.0,5.453215297503411e-06,True,Pre-Inauguration vs Entire Period
1762,1965.5,4.399041228326369e-12,True,Pre-Inauguration vs Entire Period
1763,3414.5,0.0007298408968084208,True,Pre-Inauguration vs Entire Period
1764,2742.5,5.10240646595443e-07,True,Pre-Inauguration vs Entire Period
1765,2705.0,3.152951716292832e-07,True,Pre-Inauguration vs Entire Period
1766,2969.5,7.935864109873503e-06,True,Pre-Inauguration vs Entire Period
1767,2810.0,1.1902893637596752e-06,True,Pre-Inauguration vs Entire Period
1768,2595.0,7.31199370151183e-08,True,Pre-Inauguration vs Entire Period
1769,2540.5,3.455763746314763e-08,True,Pre-Inauguration vs Entire Period
1770,3366.0,0.000470957498366608,True,Pre-Inauguration vs Entire Period
1771,3048.0,1.9126736852654898e-05,True,Pre-Inauguration vs Entire Period
1772,2179.5,1.5538624205943273e-10,True,Pre-Inauguration vs Entire Period
1773,2928.5,4.939309666212207e-06,True,Pre-Inauguration vs Entire Period
1774,2754.0,5.903338797334735e-07,True,Pre-Inauguration vs Entire Period
1775,2649.0,1.5115615525170864e-07,True,Pre-Inauguration vs Entire Period
1776,2679.0,2.243710634755769e-07,True,Pre-Inauguration vs Entire Period
1777,2594.5,7.259607557727401e-08,True,Pre-Inauguration vs Entire Period
1778,2313.5,1.2618625053539685e-09,True,Pre-Inauguration vs Entire Period
1779,2528.0,2.9033263267340265e-08,True,Pre-Inauguration vs Entire Period
1780,2884.0,2.922275848026435e-06,True,Pre-Inauguration vs Entire Period
1781,1951.5,3.4480954065949527e-12,True,Pre-Inauguration vs Entire Period
1782,2841.5,1.7526728394355365e-06,True,Pre-Inauguration vs Entire Period
1783,2609.5,8.903155266612427e-08,True,Pre-Inauguration vs Entire Period
1784,2488.5,1.6629962965311237e-08,True,Pre-Inauguration vs Entire Period
1785,1731.5,6.573420569791327e-14,True,Pre-Inauguration vs Entire Period
1786,1977.0,5.370432630235974e-12,True,Pre-Inauguration vs Entire Period
1787,2928.0,4.912460801348523e-06,True,Pre-Inauguration vs Entire Period
1788,2672.0,2.0485800883187847e-07,True,Pre-Inauguration vs Entire Period
1789,2289.0,8.670023548038158e-10,True,Pre-Inauguration vs Entire Period
1790,2101.0,4.339233379956621e-11,True,Pre-Inauguration vs Entire Period
