bootstrap_iteration,statistic,p_value,significant,comparison
0,7.325739625507209,0.007364792239950331,True,Post-Inauguration vs Entire Period
1,8.394416481317093,0.00416856870053808,True,Post-Inauguration vs Entire Period
2,19.201826501143106,1.8685819011464403e-05,True,Post-Inauguration vs Entire Period
3,8.126289099401367,0.0048043083719485815,True,Post-Inauguration vs Entire Period
4,15.883035772446513,9.335889893892756e-05,True,Post-Inauguration vs Entire Period
5,19.688800876245427,1.4802202621797712e-05,True,Post-Inauguration vs Entire Period
6,9.978518228677107,0.0018207030109855505,True,Post-Inauguration vs Entire Period
7,12.763788576783199,0.0004395697917484673,True,Post-Inauguration vs Entire Period
8,8.551757093119335,0.0038363824975887503,True,Post-Inauguration vs Entire Period
9,6.851137654959512,0.009512484941314502,True,Post-Inauguration vs Entire Period
10,18.259918917303136,2.938706684506115e-05,True,Post-Inauguration vs Entire Period
11,18.071855974872907,3.217872356468054e-05,True,Post-Inauguration vs Entire Period
12,4.495682414107262,0.03517112320080915,True,Post-Inauguration vs Entire Period
13,3.6078724144035643,0.05889700940041397,False,Post-Inauguration vs Entire Period
14,15.500480795395513,0.00011266072387245164,True,Post-Inauguration vs Entire Period
15,16.58251755319079,6.630244122081222e-05,True,Post-Inauguration vs Entire Period
16,11.032985556844661,0.0010580130831858642,True,Post-Inauguration vs Entire Period
17,18.60612990189222,2.487323745681517e-05,True,Post-Inauguration vs Entire Period
18,13.44068914466786,0.00031297611991151753,True,Post-Inauguration vs Entire Period
19,10.505340754177071,0.0013871250920650619,True,Post-Inauguration vs Entire Period
20,9.632595861495261,0.0021786734151215746,True,Post-Inauguration vs Entire Period
21,7.428532961196285,0.006969586903544999,True,Post-Inauguration vs Entire Period
22,4.467920379665578,0.035734293595403935,True,Post-Inauguration vs Entire Period
23,12.313485687640302,0.0005516497370350721,True,Post-Inauguration vs Entire Period
24,18.97012886734128,2.0881865652305983e-05,True,Post-Inauguration vs Entire Period
25,11.849206965064631,0.0006979082638027733,True,Post-Inauguration vs Entire Period
26,14.508514206281406,0.00018388293069121278,True,Post-Inauguration vs Entire Period
27,24.68039709382607,1.4145659904479939e-06,True,Post-Inauguration vs Entire Period
28,17.92576836944468,3.453184102719246e-05,True,Post-Inauguration vs Entire Period
29,10.140965907512468,0.0016739411747898024,True,Post-Inauguration vs Entire Period
30,13.577393902929405,0.00029229775337679537,True,Post-Inauguration vs Entire Period
31,12.615813245318334,0.0004735824492525422,True,Post-Inauguration vs Entire Period
32,11.634576012221457,0.0007783403159991217,True,Post-Inauguration vs Entire Period
33,6.075438334401535,0.014521794054867329,True,Post-Inauguration vs Entire Period
34,14.791905871893958,0.00015980307301794055,True,Post-Inauguration vs Entire Period
35,19.271828418903105,1.80695327212236e-05,True,Post-Inauguration vs Entire Period
36,7.053411786479884,0.008527431549891957,True,Post-Inauguration vs Entire Period
37,23.429362246897277,2.531266835607177e-06,True,Post-Inauguration vs Entire Period
38,10.92937606571374,0.0011156704371278845,True,Post-Inauguration vs Entire Period
39,7.870640749928346,0.005503391054856968,True,Post-Inauguration vs Entire Period
40,7.367127615744038,0.007202963315928636,True,Post-Inauguration vs Entire Period
41,9.19449483758188,0.002737701363535298,True,Post-Inauguration vs Entire Period
42,10.094102119924079,0.0017149940475262274,True,Post-Inauguration vs Entire Period
43,9.928064623310913,0.001868912695200968,True,Post-Inauguration vs Entire Period
44,6.83257564459018,0.009608579551804185,True,Post-Inauguration vs Entire Period
45,10.770760329428082,0.0012102197504650649,True,Post-Inauguration vs Entire Period
46,5.051959484056571,0.02565267190374158,True,Post-Inauguration vs Entire Period
47,14.377902481332185,0.0001961925816520152,True,Post-Inauguration vs Entire Period
48,9.254675984565802,0.0026529434570371655,True,Post-Inauguration vs Entire Period
49,6.539155624116663,0.011268325547838215,True,Post-Inauguration vs Entire Period
50,19.62515875891292,1.5259205565437388e-05,True,Post-Inauguration vs Entire Period
51,18.5586825269132,2.5447656937362137e-05,True,Post-Inauguration vs Entire Period
52,9.715022329998606,0.0020873173032252973,True,Post-Inauguration vs Entire Period
53,3.4283771135656456,0.06550930948967665,False,Post-Inauguration vs Entire Period
54,7.856273146827969,0.005545655394769767,True,Post-Inauguration vs Entire Period
55,11.171867716772127,0.0009854619042548168,True,Post-Inauguration vs Entire Period
56,14.279141947306117,0.00020605405997404093,True,Post-Inauguration vs Entire Period
57,4.16265845735626,0.04259432215408267,True,Post-Inauguration vs Entire Period
58,13.406429853090899,0.00031838762973527846,True,Post-Inauguration vs Entire Period
59,21.397174283822245,6.574157143718497e-06,True,Post-Inauguration vs Entire Period
60,4.619136642185436,0.03277770601354326,True,Post-Inauguration vs Entire Period
61,15.5043885441265,0.00011244434621613899,True,Post-Inauguration vs Entire Period
62,13.475284805848707,0.0003076063993884751,True,Post-Inauguration vs Entire Period
63,4.974959143356999,0.02679021587744026,True,Post-Inauguration vs Entire Period
64,16.679058435911596,6.325235195643273e-05,True,Post-Inauguration vs Entire Period
65,6.625711410497463,0.010749962529785398,True,Post-Inauguration vs Entire Period
66,7.206311205551492,0.007853105362229997,True,Post-Inauguration vs Entire Period
67,2.1617783111181295,0.14299922107771548,False,Post-Inauguration vs Entire Period
68,9.790187634603143,0.002007426217526047,True,Post-Inauguration vs Entire Period
69,9.204984050387875,0.00272273142842753,True,Post-Inauguration vs Entire Period
70,19.2925198415981,1.7891344071087684e-05,True,Post-Inauguration vs Entire Period
71,3.2817081032055873,0.07150536648009573,False,Post-Inauguration vs Entire Period
