bootstrap_iteration,delta,interpretation,comparison
1587,-0.490147012824523,Large,Pre-Inauguration vs Entire Period
1588,-0.3627358982379314,Medium,Pre-Inauguration vs Entire Period
1589,-0.3412574288395371,Medium,Pre-Inauguration vs Entire Period
1590,-0.5426962777604004,Large,Pre-Inauguration vs Entire Period
1591,-0.5099572515900324,Large,Pre-Inauguration vs Entire Period
1592,-0.5575018246272547,Large,Pre-Inauguration vs Entire Period
1593,-0.5644875404024606,Large,Pre-Inauguration vs Entire Period
1594,-0.4741945573975602,Large,Pre-Inauguration vs Entire Period
1595,-0.6214159107496612,Large,Pre-Inauguration vs Entire Period
1596,-0.3891147951204254,Medium,Pre-Inauguration vs Entire Period
1597,-0.4343655510374309,Medium,Pre-Inauguration vs Entire Period
1598,-0.4832655614638724,Large,Pre-Inauguration vs Entire Period
1599,-0.5106871024919195,Large,Pre-Inauguration vs Entire Period
1600,-0.5035971223021583,Large,Pre-Inauguration vs Entire Period
1601,-0.47867792722343866,Large,Pre-Inauguration vs Entire Period
1602,-0.3840058388072151,Medium,Pre-Inauguration vs Entire Period
1603,-0.4430194974455218,Medium,Pre-Inauguration vs Entire Period
1604,-0.46679178396413307,Medium,Pre-Inauguration vs Entire Period
1605,-0.4614742988218121,Medium,Pre-Inauguration vs Entire Period
1606,-0.44260243978730057,Medium,Pre-Inauguration vs Entire Period
1607,-0.48086747992910017,Large,Pre-Inauguration vs Entire Period
1608,-0.5106871024919195,Large,Pre-Inauguration vs Entire Period
1609,-0.5326868939630904,Large,Pre-Inauguration vs Entire Period
1610,-0.36127619643415704,Medium,Pre-Inauguration vs Entire Period
1611,-0.4825357105619852,Large,Pre-Inauguration vs Entire Period
1612,-0.5810655823167553,Large,Pre-Inauguration vs Entire Period
1613,-0.4548013762902721,Medium,Pre-Inauguration vs Entire Period
1614,-0.5443645083932853,Large,Pre-Inauguration vs Entire Period
1615,-0.5827338129496403,Large,Pre-Inauguration vs Entire Period
1616,-0.5164216452924617,Large,Pre-Inauguration vs Entire Period
1617,-0.553226983630487,Large,Pre-Inauguration vs Entire Period
1618,-0.44844124700239807,Medium,Pre-Inauguration vs Entire Period
1619,-0.57095193410489,Large,Pre-Inauguration vs Entire Period
1620,-0.3288499635074549,Small,Pre-Inauguration vs Entire Period
1621,-0.4536544677301637,Medium,Pre-Inauguration vs Entire Period
1622,-0.40840371181315815,Medium,Pre-Inauguration vs Entire Period
1623,-0.47961630695443647,Large,Pre-Inauguration vs Entire Period
1624,-0.5243457407986654,Large,Pre-Inauguration vs Entire Period
1625,-0.48962569075174645,Large,Pre-Inauguration vs Entire Period
1626,-0.3600250234594933,Medium,Pre-Inauguration vs Entire Period
1627,-0.4007924095506204,Medium,Pre-Inauguration vs Entire Period
1628,-0.4236263163382338,Medium,Pre-Inauguration vs Entire Period
1629,-0.5399854029819623,Large,Pre-Inauguration vs Entire Period
1630,-0.4017307892816182,Medium,Pre-Inauguration vs Entire Period
1631,-0.4881659889479721,Large,Pre-Inauguration vs Entire Period
1632,-0.4343655510374309,Medium,Pre-Inauguration vs Entire Period
1633,-0.343238452716088,Medium,Pre-Inauguration vs Entire Period
1634,-0.29173183192576374,Small,Pre-Inauguration vs Entire Period
1635,-0.4492753623188406,Medium,Pre-Inauguration vs Entire Period
1636,-0.35032843290584925,Medium,Pre-Inauguration vs Entire Period
1637,-0.3873423000729851,Medium,Pre-Inauguration vs Entire Period
1638,-0.40756959649671565,Medium,Pre-Inauguration vs Entire Period
1639,-0.4806589510999896,Large,Pre-Inauguration vs Entire Period
1640,-0.410697528933375,Medium,Pre-Inauguration vs Entire Period
1641,-0.42185382129079346,Medium,Pre-Inauguration vs Entire Period
1642,-0.612032113439683,Large,Pre-Inauguration vs Entire Period
1643,-0.3891147951204254,Medium,Pre-Inauguration vs Entire Period
1644,-0.5263267646752163,Large,Pre-Inauguration vs Entire Period
1645,-0.5161088520487958,Large,Pre-Inauguration vs Entire Period
1646,-0.5279949953081013,Large,Pre-Inauguration vs Entire Period
1647,-0.5528099259722656,Large,Pre-Inauguration vs Entire Period
1648,-0.427379835262225,Medium,Pre-Inauguration vs Entire Period
1649,-0.5681367949118966,Large,Pre-Inauguration vs Entire Period
1650,-0.47179647586278806,Medium,Pre-Inauguration vs Entire Period
1651,-0.43217599833176934,Medium,Pre-Inauguration vs Entire Period
1652,-0.34365551037430925,Medium,Pre-Inauguration vs Entire Period
1653,-0.42195808570534876,Medium,Pre-Inauguration vs Entire Period
1654,-0.3491815243457408,Medium,Pre-Inauguration vs Entire Period
1655,-0.4606401835053696,Medium,Pre-Inauguration vs Entire Period
1656,-0.5029715358148265,Large,Pre-Inauguration vs Entire Period
1657,-0.3665936815764779,Medium,Pre-Inauguration vs Entire Period
1658,-0.4138254613700344,Medium,Pre-Inauguration vs Entire Period
1659,-0.4349911375247628,Medium,Pre-Inauguration vs Entire Period
1660,-0.5897195287248462,Large,Pre-Inauguration vs Entire Period
1661,-0.3238452716087999,Small,Pre-Inauguration vs Entire Period
1662,-0.46428943801480554,Medium,Pre-Inauguration vs Entire Period
1663,-0.4579293087269315,Medium,Pre-Inauguration vs Entire Period
1664,-0.40538004379105413,Medium,Pre-Inauguration vs Entire Period
1665,-0.5549994786779272,Large,Pre-Inauguration vs Entire Period
1666,-0.3559587112918361,Medium,Pre-Inauguration vs Entire Period
1667,-0.6197476801167762,Large,Pre-Inauguration vs Entire Period
1668,-0.46908560108434993,Medium,Pre-Inauguration vs Entire Period
1669,-0.5363361484725263,Large,Pre-Inauguration vs Entire Period
1670,-0.4236263163382338,Medium,Pre-Inauguration vs Entire Period
1671,-0.4999478677927223,Large,Pre-Inauguration vs Entire Period
1672,-0.5047440308622667,Large,Pre-Inauguration vs Entire Period
1673,-0.39057449692419977,Medium,Pre-Inauguration vs Entire Period
1674,-0.44041288708163906,Medium,Pre-Inauguration vs Entire Period
1675,-0.4365551037430925,Medium,Pre-Inauguration vs Entire Period
1676,-0.3949536023355229,Medium,Pre-Inauguration vs Entire Period
1677,-0.4742988218121155,Large,Pre-Inauguration vs Entire Period
1678,-0.45928474611615056,Medium,Pre-Inauguration vs Entire Period
1679,-0.4912939213846314,Large,Pre-Inauguration vs Entire Period
1680,-0.519549577729121,Large,Pre-Inauguration vs Entire Period
1681,-0.5129809196121364,Large,Pre-Inauguration vs Entire Period
1682,-0.430716296527995,Medium,Pre-Inauguration vs Entire Period
1683,-0.4435408195182984,Medium,Pre-Inauguration vs Entire Period
1684,-0.3957877176519654,Medium,Pre-Inauguration vs Entire Period
1685,-0.4517777082681681,Medium,Pre-Inauguration vs Entire Period
1686,-0.4432280262746325,Medium,Pre-Inauguration vs Entire Period
1687,-0.42279220102179127,Medium,Pre-Inauguration vs Entire Period
1688,-0.498175372745282,Large,Pre-Inauguration vs Entire Period
1689,-0.46918986549890523,Medium,Pre-Inauguration vs Entire Period
1690,-0.5566677093108122,Large,Pre-Inauguration vs Entire Period
1691,-0.4381190699614222,Medium,Pre-Inauguration vs Entire Period
1692,-0.4990094880617245,Large,Pre-Inauguration vs Entire Period
1693,-0.549264935877385,Large,Pre-Inauguration vs Entire Period
1694,-0.35627150453550205,Medium,Pre-Inauguration vs Entire Period
1695,-0.45136065060994685,Medium,Pre-Inauguration vs Entire Period
1696,-0.4442706704201856,Medium,Pre-Inauguration vs Entire Period
1697,-0.5652173913043478,Large,Pre-Inauguration vs Entire Period
1698,-0.39735168387029507,Medium,Pre-Inauguration vs Entire Period
1699,-0.45167344385361274,Medium,Pre-Inauguration vs Entire Period
1700,-0.4861849650714211,Large,Pre-Inauguration vs Entire Period
1701,-0.49567302679595454,Large,Pre-Inauguration vs Entire Period
1702,-0.3821290793452195,Medium,Pre-Inauguration vs Entire Period
1703,-0.46230841413825463,Medium,Pre-Inauguration vs Entire Period
1704,-0.48806172453341673,Large,Pre-Inauguration vs Entire Period
1705,-0.3977687415285163,Medium,Pre-Inauguration vs Entire Period
1706,-0.437389219059535,Medium,Pre-Inauguration vs Entire Period
1707,-0.45740798665415494,Medium,Pre-Inauguration vs Entire Period
1708,-0.46606193306224586,Medium,Pre-Inauguration vs Entire Period
1709,-0.4959858200396205,Large,Pre-Inauguration vs Entire Period
1710,-0.5930559899906162,Large,Pre-Inauguration vs Entire Period
1711,-0.5771035345636534,Large,Pre-Inauguration vs Entire Period
1712,-0.5840892503388594,Large,Pre-Inauguration vs Entire Period
1713,-0.5413408403711814,Large,Pre-Inauguration vs Entire Period
1714,-0.5421749556876239,Large,Pre-Inauguration vs Entire Period
1715,-0.46262120738192053,Medium,Pre-Inauguration vs Entire Period
1716,-0.679803982900636,Large,Pre-Inauguration vs Entire Period
1717,-0.44072568032530496,Medium,Pre-Inauguration vs Entire Period
1718,-0.5324783651339797,Large,Pre-Inauguration vs Entire Period
1719,-0.30382650401418,Small,Pre-Inauguration vs Entire Period
1720,-0.38171202168699825,Medium,Pre-Inauguration vs Entire Period
1721,-0.46720884162235427,Medium,Pre-Inauguration vs Entire Period
1722,-0.5431133354186216,Large,Pre-Inauguration vs Entire Period
1723,-0.4333229068918778,Medium,Pre-Inauguration vs Entire Period
1724,-0.5849233656553019,Large,Pre-Inauguration vs Entire Period
1725,-0.49556876238139924,Large,Pre-Inauguration vs Entire Period
1726,-0.47012824522990304,Medium,Pre-Inauguration vs Entire Period
1727,-0.411010322177041,Medium,Pre-Inauguration vs Entire Period
1728,-0.45855489521426335,Medium,Pre-Inauguration vs Entire Period
1729,-0.4128870816390366,Medium,Pre-Inauguration vs Entire Period
1730,-0.4578250443123762,Medium,Pre-Inauguration vs Entire Period
1731,-0.5055781461787092,Large,Pre-Inauguration vs Entire Period
1732,-0.4486497758315087,Medium,Pre-Inauguration vs Entire Period
1733,-0.3932853717026379,Medium,Pre-Inauguration vs Entire Period
1734,-0.4539672609738296,Medium,Pre-Inauguration vs Entire Period
1735,-0.5137107705140236,Large,Pre-Inauguration vs Entire Period
1736,-0.5621937232822438,Large,Pre-Inauguration vs Entire Period
1737,-0.47377749973933897,Medium,Pre-Inauguration vs Entire Period
1738,-0.4391617141069753,Medium,Pre-Inauguration vs Entire Period
1739,-0.5111041601501407,Large,Pre-Inauguration vs Entire Period
1740,-0.5204879574601189,Large,Pre-Inauguration vs Entire Period
1741,-0.6065060994682515,Large,Pre-Inauguration vs Entire Period
1742,-0.4943175894067355,Large,Pre-Inauguration vs Entire Period
1743,-0.3314565738713377,Medium,Pre-Inauguration vs Entire Period
1744,-0.5893024710666249,Large,Pre-Inauguration vs Entire Period
1745,-0.4432280262746325,Medium,Pre-Inauguration vs Entire Period
1746,-0.511834011052028,Large,Pre-Inauguration vs Entire Period
1747,-0.452090501511834,Medium,Pre-Inauguration vs Entire Period
1748,-0.5553122719215932,Large,Pre-Inauguration vs Entire Period
1749,-0.37399645500990514,Medium,Pre-Inauguration vs Entire Period
1750,-0.4291523303096653,Medium,Pre-Inauguration vs Entire Period
1751,-0.4147638411010322,Medium,Pre-Inauguration vs Entire Period
1752,-0.42028985507246375,Medium,Pre-Inauguration vs Entire Period
1753,-0.5461370034407257,Large,Pre-Inauguration vs Entire Period
1754,-0.5219476592638932,Large,Pre-Inauguration vs Entire Period
1755,-0.6243353143572099,Large,Pre-Inauguration vs Entire Period
1756,-0.5375873214471901,Large,Pre-Inauguration vs Entire Period
1757,-0.3212386612449171,Small,Pre-Inauguration vs Entire Period
1758,-0.5335210092795329,Large,Pre-Inauguration vs Entire Period
1759,-0.384318632050881,Medium,Pre-Inauguration vs Entire Period
1760,-0.5284120529663225,Large,Pre-Inauguration vs Entire Period
1761,-0.3875508289020957,Medium,Pre-Inauguration vs Entire Period
1762,-0.5901365863830674,Large,Pre-Inauguration vs Entire Period
1763,-0.2879783130017725,Small,Pre-Inauguration vs Entire Period
1764,-0.4281096861641122,Medium,Pre-Inauguration vs Entire Period
1765,-0.4359295172557606,Medium,Pre-Inauguration vs Entire Period
1766,-0.38077364195600044,Medium,Pre-Inauguration vs Entire Period
1767,-0.41403399019914505,Medium,Pre-Inauguration vs Entire Period
1768,-0.4588676884579293,Medium,Pre-Inauguration vs Entire Period
1769,-0.47023250964445834,Medium,Pre-Inauguration vs Entire Period
1770,-0.2980919612136378,Small,Pre-Inauguration vs Entire Period
1771,-0.3644041288708164,Medium,Pre-Inauguration vs Entire Period
1772,-0.5455114169533938,Large,Pre-Inauguration vs Entire Period
1773,-0.389323323949536,Medium,Pre-Inauguration vs Entire Period
1774,-0.42571160462934,Medium,Pre-Inauguration vs Entire Period
1775,-0.44760713168595556,Medium,Pre-Inauguration vs Entire Period
1776,-0.44135126681263687,Medium,Pre-Inauguration vs Entire Period
1777,-0.4589719528724846,Medium,Pre-Inauguration vs Entire Period
1778,-0.5175685538525702,Large,Pre-Inauguration vs Entire Period
1779,-0.47283912000834116,Medium,Pre-Inauguration vs Entire Period
1780,-0.39860285684495883,Medium,Pre-Inauguration vs Entire Period
1781,-0.5930559899906162,Large,Pre-Inauguration vs Entire Period
1782,-0.40746533208216035,Medium,Pre-Inauguration vs Entire Period
1783,-0.4558440204358252,Medium,Pre-Inauguration vs Entire Period
1784,-0.4810760087582108,Large,Pre-Inauguration vs Entire Period
1785,-0.6389323323949536,Large,Pre-Inauguration vs Entire Period
1786,-0.5877385048482953,Large,Pre-Inauguration vs Entire Period
1787,-0.38942758836409136,Medium,Pre-Inauguration vs Entire Period
1788,-0.4428109686164112,Medium,Pre-Inauguration vs Entire Period
1789,-0.5226775101657805,Large,Pre-Inauguration vs Entire Period
1790,-0.5618809300385779,Large,Pre-Inauguration vs Entire Period
1791,-0.5106871024919195,Large,Pre-Inauguration vs Entire Period
1792,-0.3030966531122928,Small,Pre-Inauguration vs Entire Period
1793,-0.5384214367636325,Large,Pre-Inauguration vs Entire Period
1794,-0.38119069961422164,Medium,Pre-Inauguration vs Entire Period
1795,-0.43457407986654156,Medium,Pre-Inauguration vs Entire Period
1796,-0.5357105619851944,Large,Pre-Inauguration vs Entire Period
1797,-0.376290272130122,Medium,Pre-Inauguration vs Entire Period
1798,-0.4146595766864769,Medium,Pre-Inauguration vs Entire Period
1799,-0.45730372223959964,Medium,Pre-Inauguration vs Entire Period
1800,-0.5581274111145866,Large,Pre-Inauguration vs Entire Period
1801,-0.4020435825252841,Medium,Pre-Inauguration vs Entire Period
1802,-0.43175894067354814,Medium,Pre-Inauguration vs Entire Period
1803,-0.47982483578354707,Large,Pre-Inauguration vs Entire Period
1804,-0.39453654467730165,Medium,Pre-Inauguration vs Entire Period
1805,-0.42268793660723597,Medium,Pre-Inauguration vs Entire Period
1806,-0.4224794077781253,Medium,Pre-Inauguration vs Entire Period
1807,-0.47961630695443647,Large,Pre-Inauguration vs Entire Period
1808,-0.48545511416953396,Large,Pre-Inauguration vs Entire Period
1809,-0.495151704723178,Large,Pre-Inauguration vs Entire Period
1810,-0.5069335835679283,Large,Pre-Inauguration vs Entire Period
1811,-0.45334167448649776,Medium,Pre-Inauguration vs Entire Period
1812,-0.5454071525388385,Large,Pre-Inauguration vs Entire Period
1813,-0.4117401730789282,Medium,Pre-Inauguration vs Entire Period
1814,-0.33093525179856115,Medium,Pre-Inauguration vs Entire Period
1815,-0.40538004379105413,Medium,Pre-Inauguration vs Entire Period
1816,-0.4881659889479721,Large,Pre-Inauguration vs Entire Period
1817,-0.3968303617975185,Medium,Pre-Inauguration vs Entire Period
1818,-0.4556354916067146,Medium,Pre-Inauguration vs Entire Period
1819,-0.5401939318110729,Large,Pre-Inauguration vs Entire Period
1820,-0.39641330413929726,Medium,Pre-Inauguration vs Entire Period
1821,-0.3781670315921176,Medium,Pre-Inauguration vs Entire Period
1822,-0.49483891147951203,Large,Pre-Inauguration vs Entire Period
1823,-0.48795746011886143,Large,Pre-Inauguration vs Entire Period
1824,-0.5627150453550204,Large,Pre-Inauguration vs Entire Period
1825,-0.5423834845167345,Large,Pre-Inauguration vs Entire Period
1826,-0.4225836721926806,Medium,Pre-Inauguration vs Entire Period
1827,-0.3852570117818788,Medium,Pre-Inauguration vs Entire Period
1828,-0.47179647586278806,Medium,Pre-Inauguration vs Entire Period
1829,-0.5123553331248045,Large,Pre-Inauguration vs Entire Period
1830,-0.3390678761338755,Medium,Pre-Inauguration vs Entire Period
1831,-0.4471900740277343,Medium,Pre-Inauguration vs Entire Period
1832,-0.4740902929830049,Large,Pre-Inauguration vs Entire Period
1833,-0.38275466583255136,Medium,Pre-Inauguration vs Entire Period
1834,-0.4391617141069753,Medium,Pre-Inauguration vs Entire Period
1835,-0.3147742675424878,Small,Pre-Inauguration vs Entire Period
1836,-0.47179647586278806,Medium,Pre-Inauguration vs Entire Period
1837,-0.43280158481910125,Medium,Pre-Inauguration vs Entire Period
1838,-0.43707642581586903,Medium,Pre-Inauguration vs Entire Period
1839,-0.5473881764153894,Large,Pre-Inauguration vs Entire Period
1840,-0.4811802731727661,Large,Pre-Inauguration vs Entire Period
1841,-0.4588676884579293,Medium,Pre-Inauguration vs Entire Period
1842,-0.41236575956626004,Medium,Pre-Inauguration vs Entire Period
1843,-0.3293712855802315,Small,Pre-Inauguration vs Entire Period
1844,-0.4186216244395788,Medium,Pre-Inauguration vs Entire Period
1845,-0.5083932853717026,Large,Pre-Inauguration vs Entire Period
1846,-0.45907621728703996,Medium,Pre-Inauguration vs Entire Period
1847,-0.5818996976331978,Large,Pre-Inauguration vs Entire Period
1848,-0.4673131060369096,Medium,Pre-Inauguration vs Entire Period
1849,-0.47700969659055364,Large,Pre-Inauguration vs Entire Period
1850,-0.513189448441247,Large,Pre-Inauguration vs Entire Period
1851,-0.4246689604837869,Medium,Pre-Inauguration vs Entire Period
1852,-0.43780627671775624,Medium,Pre-Inauguration vs Entire Period
1853,-0.5270566155771035,Large,Pre-Inauguration vs Entire Period
1854,-0.5496819935356063,Large,Pre-Inauguration vs Entire Period
1855,-0.41851736002502343,Medium,Pre-Inauguration vs Entire Period
1856,-0.4555312271921593,Medium,Pre-Inauguration vs Entire Period
1857,-0.33083098738400585,Medium,Pre-Inauguration vs Entire Period
1858,-0.44468772807840684,Medium,Pre-Inauguration vs Entire Period
1859,-0.5273694088207694,Large,Pre-Inauguration vs Entire Period
1860,-0.434052757793765,Medium,Pre-Inauguration vs Entire Period
1861,-0.48482952768220205,Large,Pre-Inauguration vs Entire Period
1862,-0.5141278281722448,Large,Pre-Inauguration vs Entire Period
1863,-0.4488583046606193,Medium,Pre-Inauguration vs Entire Period
1864,-0.42185382129079346,Medium,Pre-Inauguration vs Entire Period
1865,-0.5358148263997498,Large,Pre-Inauguration vs Entire Period
1866,-0.5224689813366697,Large,Pre-Inauguration vs Entire Period
1867,-0.5375873214471901,Large,Pre-Inauguration vs Entire Period
1868,-0.5123553331248045,Large,Pre-Inauguration vs Entire Period
1869,-0.5855489521426337,Large,Pre-Inauguration vs Entire Period
1870,-0.43196746950265874,Medium,Pre-Inauguration vs Entire Period
1871,-0.47002398081534774,Medium,Pre-Inauguration vs Entire Period
1872,-0.39370242936085914,Medium,Pre-Inauguration vs Entire Period
1873,-0.5107913669064749,Large,Pre-Inauguration vs Entire Period
1874,-0.3588781148993848,Medium,Pre-Inauguration vs Entire Period
1875,-0.513189448441247,Large,Pre-Inauguration vs Entire Period
1876,-0.47878219163799396,Large,Pre-Inauguration vs Entire Period
1877,-0.4678344281096862,Medium,Pre-Inauguration vs Entire Period
1878,-0.4038160775727244,Medium,Pre-Inauguration vs Entire Period
1879,-0.5133979772703576,Large,Pre-Inauguration vs Entire Period
1880,-0.5500990511938275,Large,Pre-Inauguration vs Entire Period
1881,-0.572307371494109,Large,Pre-Inauguration vs Entire Period
1882,-0.4911896569700761,Large,Pre-Inauguration vs Entire Period
1883,-0.40850797622771345,Medium,Pre-Inauguration vs Entire Period
1884,-0.5126681263684705,Large,Pre-Inauguration vs Entire Period
1885,-0.4639766447711396,Medium,Pre-Inauguration vs Entire Period
1886,-0.41330413929725784,Medium,Pre-Inauguration vs Entire Period
1887,-0.4676258992805755,Medium,Pre-Inauguration vs Entire Period
1888,-0.4238348451673444,Medium,Pre-Inauguration vs Entire Period
1889,-0.35720988426649986,Medium,Pre-Inauguration vs Entire Period
1890,-0.4673131060369096,Medium,Pre-Inauguration vs Entire Period
1891,-0.49473464706495673,Large,Pre-Inauguration vs Entire Period
1892,-0.5264310290897717,Large,Pre-Inauguration vs Entire Period
1893,-0.4713794182045668,Medium,Pre-Inauguration vs Entire Period
1894,-0.37608174330101135,Medium,Pre-Inauguration vs Entire Period
1895,-0.5179856115107914,Large,Pre-Inauguration vs Entire Period
1896,-0.5511416953393806,Large,Pre-Inauguration vs Entire Period
1897,-0.3912000834115316,Medium,Pre-Inauguration vs Entire Period
1898,-0.5393598164946304,Large,Pre-Inauguration vs Entire Period
1899,-0.46251694296736523,Medium,Pre-Inauguration vs Entire Period
1900,-0.4586591596288187,Medium,Pre-Inauguration vs Entire Period
1901,-0.5157960588051298,Large,Pre-Inauguration vs Entire Period
1902,-0.4682514857679074,Medium,Pre-Inauguration vs Entire Period
1903,-0.5059952038369304,Large,Pre-Inauguration vs Entire Period
1904,-0.3830674590762173,Medium,Pre-Inauguration vs Entire Period
1905,-0.4284224794077781,Medium,Pre-Inauguration vs Entire Period
1906,-0.35116254822229176,Medium,Pre-Inauguration vs Entire Period
1907,-0.39443228026274635,Medium,Pre-Inauguration vs Entire Period
1908,-0.455426962777604,Medium,Pre-Inauguration vs Entire Period
1909,-0.33958919820665207,Medium,Pre-Inauguration vs Entire Period
1910,-0.43301011364821185,Medium,Pre-Inauguration vs Entire Period
1911,-0.5458242101970597,Large,Pre-Inauguration vs Entire Period
1912,-0.4324887915754353,Medium,Pre-Inauguration vs Entire Period
1913,-0.5210092795328954,Large,Pre-Inauguration vs Entire Period
1914,-0.5715775205922219,Large,Pre-Inauguration vs Entire Period
1915,-0.4521947659263893,Medium,Pre-Inauguration vs Entire Period
1916,-0.39860285684495883,Medium,Pre-Inauguration vs Entire Period
1917,-0.47273485559378586,Medium,Pre-Inauguration vs Entire Period
1918,-0.5552080075070378,Large,Pre-Inauguration vs Entire Period
1919,-0.3924512563861954,Medium,Pre-Inauguration vs Entire Period
1920,-0.3517881347096236,Medium,Pre-Inauguration vs Entire Period
1921,-0.6015014075695965,Large,Pre-Inauguration vs Entire Period
1922,-0.46533208216035865,Medium,Pre-Inauguration vs Entire Period
1923,-0.5044312376186008,Large,Pre-Inauguration vs Entire Period
1924,-0.5063079970805964,Large,Pre-Inauguration vs Entire Period
1925,-0.48660202272964237,Large,Pre-Inauguration vs Entire Period
1926,-0.4578250443123762,Medium,Pre-Inauguration vs Entire Period
1927,-0.5176728182671254,Large,Pre-Inauguration vs Entire Period
1928,-0.47982483578354707,Large,Pre-Inauguration vs Entire Period
1929,-0.44958815556250653,Medium,Pre-Inauguration vs Entire Period
1930,-0.46439370242936084,Medium,Pre-Inauguration vs Entire Period
1931,-0.3678448545511417,Medium,Pre-Inauguration vs Entire Period
1932,-0.539568345323741,Large,Pre-Inauguration vs Entire Period
1933,-0.3961005108956313,Medium,Pre-Inauguration vs Entire Period
1934,-0.4527160879991659,Medium,Pre-Inauguration vs Entire Period
1935,-0.3990199145031801,Medium,Pre-Inauguration vs Entire Period
1936,-0.23991241789177353,Small,Pre-Inauguration vs Entire Period
1937,-0.5472839120008341,Large,Pre-Inauguration vs Entire Period
1938,-0.4224794077781253,Medium,Pre-Inauguration vs Entire Period
1939,-0.4843082056094255,Large,Pre-Inauguration vs Entire Period
1940,-0.43196746950265874,Medium,Pre-Inauguration vs Entire Period
1941,-0.4178917735376916,Medium,Pre-Inauguration vs Entire Period
1942,-0.6033781670315921,Large,Pre-Inauguration vs Entire Period
1943,-0.4408299447398603,Medium,Pre-Inauguration vs Entire Period
1944,-0.4383275987905328,Medium,Pre-Inauguration vs Entire Period
1945,-0.48587217182775516,Large,Pre-Inauguration vs Entire Period
1946,-0.5424877489312897,Large,Pre-Inauguration vs Entire Period
1947,-0.47502867271400273,Large,Pre-Inauguration vs Entire Period
1948,-0.41153164424981753,Medium,Pre-Inauguration vs Entire Period
1949,-0.5689709102283391,Large,Pre-Inauguration vs Entire Period
1950,-0.4677301636951309,Medium,Pre-Inauguration vs Entire Period
1951,-0.5245542696277761,Large,Pre-Inauguration vs Entire Period
1952,-0.35825252841205296,Medium,Pre-Inauguration vs Entire Period
1953,-0.4869148159733083,Large,Pre-Inauguration vs Entire Period
1954,-0.5138150349285788,Large,Pre-Inauguration vs Entire Period
1955,-0.55426962777604,Large,Pre-Inauguration vs Entire Period
1956,-0.4293608591387759,Medium,Pre-Inauguration vs Entire Period
1957,-0.4442706704201856,Medium,Pre-Inauguration vs Entire Period
1958,-0.5022416849129392,Large,Pre-Inauguration vs Entire Period
1959,-0.4871233448024189,Large,Pre-Inauguration vs Entire Period
1960,-0.5150662079032426,Large,Pre-Inauguration vs Entire Period
1961,-0.4530288812428318,Medium,Pre-Inauguration vs Entire Period
1962,-0.572307371494109,Large,Pre-Inauguration vs Entire Period
1963,-0.5296632259409864,Large,Pre-Inauguration vs Entire Period
1964,-0.3941194870190804,Medium,Pre-Inauguration vs Entire Period
1965,-0.4322802627463247,Medium,Pre-Inauguration vs Entire Period
1966,-0.511521217808362,Large,Pre-Inauguration vs Entire Period
1967,-0.47117088937545615,Medium,Pre-Inauguration vs Entire Period
1968,-0.5054738817641539,Large,Pre-Inauguration vs Entire Period
1969,-0.47513293712855803,Large,Pre-Inauguration vs Entire Period
1970,-0.48649775831508707,Large,Pre-Inauguration vs Entire Period
1971,-0.4197685329996872,Medium,Pre-Inauguration vs Entire Period
1972,-0.5000521322072776,Large,Pre-Inauguration vs Entire Period
1973,-0.5639662183296841,Large,Pre-Inauguration vs Entire Period
1974,-0.5030758002293817,Large,Pre-Inauguration vs Entire Period
1975,-0.40652695235116254,Medium,Pre-Inauguration vs Entire Period
1976,-0.38025231988322383,Medium,Pre-Inauguration vs Entire Period
1977,-0.5038056511312689,Large,Pre-Inauguration vs Entire Period
1978,-0.3705557293295798,Medium,Pre-Inauguration vs Entire Period
1979,-0.5179856115107914,Large,Pre-Inauguration vs Entire Period
1980,-0.5022416849129392,Large,Pre-Inauguration vs Entire Period
1981,-0.44583463663851525,Medium,Pre-Inauguration vs Entire Period
1982,-0.2626420602648316,Small,Pre-Inauguration vs Entire Period
1983,-0.3271817328745699,Small,Pre-Inauguration vs Entire Period
1984,-0.4203941194870191,Medium,Pre-Inauguration vs Entire Period
1985,-0.4902512772390783,Large,Pre-Inauguration vs Entire Period
1986,-0.427379835262225,Medium,Pre-Inauguration vs Entire Period
1987,-0.5613596079658013,Large,Pre-Inauguration vs Entire Period
1988,-0.5979564174747158,Large,Pre-Inauguration vs Entire Period
1989,-0.43572098842664997,Medium,Pre-Inauguration vs Entire Period
1990,-0.46011886143259306,Medium,Pre-Inauguration vs Entire Period
1991,-0.3890105307058701,Medium,Pre-Inauguration vs Entire Period
1992,-0.4715879470336774,Medium,Pre-Inauguration vs Entire Period
1993,-0.4795120425398811,Large,Pre-Inauguration vs Entire Period
1994,-0.4658534042331352,Medium,Pre-Inauguration vs Entire Period
1995,-0.49953081013450107,Large,Pre-Inauguration vs Entire Period
1996,-0.5588572620164738,Large,Pre-Inauguration vs Entire Period
1997,-0.4723177979355646,Medium,Pre-Inauguration vs Entire Period
1998,-0.4999478677927223,Large,Pre-Inauguration vs Entire Period
1999,-0.5073506412261495,Large,Pre-Inauguration vs Entire Period
2000,-0.4361380460848712,Medium,Pre-Inauguration vs Entire Period
2001,-0.5418621624439579,Large,Pre-Inauguration vs Entire Period
2002,-0.5516630174121573,Large,Pre-Inauguration vs Entire Period
2003,-0.39745594828485037,Medium,Pre-Inauguration vs Entire Period
