bootstrap_iteration,u_statistic,p_value,significant,comparison
2789,6904.5,7.736587472693395e-07,True,Post-Inauguration vs Entire Period
2790,7091.5,6.856037011311946e-08,True,Post-Inauguration vs Entire Period
2791,7071.0,9.025824438449586e-08,True,Post-Inauguration vs Entire Period
2792,7118.0,4.786173547482415e-08,True,Post-Inauguration vs Entire Period
2793,7681.5,8.806477182630561e-12,True,Post-Inauguration vs Entire Period
2794,6985.0,2.793080104174221e-07,True,Post-Inauguration vs Entire Period
2795,6942.5,4.804385694505394e-07,True,Post-Inauguration vs Entire Period
2796,7261.0,6.402119545208768e-09,True,Post-Inauguration vs Entire Period
2797,6613.5,2.2684078239406085e-05,True,Post-Inauguration vs Entire Period
2798,7295.0,3.902412742752352e-09,True,Post-Inauguration vs Entire Period
2799,7334.5,2.178229188916647e-09,True,Post-Inauguration vs Entire Period
2800,7321.5,2.6413299380131657e-09,True,Post-Inauguration vs Entire Period
2801,7330.5,2.312392307961925e-09,True,Post-Inauguration vs Entire Period
2802,7150.0,3.0805147479978486e-08,True,Post-Inauguration vs Entire Period
2803,6843.5,1.63500603242427e-06,True,Post-Inauguration vs Entire Period
2804,7161.0,2.6449161227943117e-08,True,Post-Inauguration vs Entire Period
2805,7188.0,1.81549414454928e-08,True,Post-Inauguration vs Entire Period
2806,6663.5,1.3141390215626211e-05,True,Post-Inauguration vs Entire Period
2807,7472.0,2.664258516496787e-10,True,Post-Inauguration vs Entire Period
2808,6899.0,8.287603114073885e-07,True,Post-Inauguration vs Entire Period
2809,7264.5,6.085384717405182e-09,True,Post-Inauguration vs Entire Period
2810,7338.5,2.0513103546548494e-09,True,Post-Inauguration vs Entire Period
2811,7179.5,2.043879439210817e-08,True,Post-Inauguration vs Entire Period
2812,7413.0,6.652227576248883e-10,True,Post-Inauguration vs Entire Period
2813,7533.0,1.0134873424527234e-10,True,Post-Inauguration vs Entire Period
2814,6666.5,1.2713956274303656e-05,True,Post-Inauguration vs Entire Period
2815,7266.0,5.963663303362319e-09,True,Post-Inauguration vs Entire Period
2816,7413.5,6.598943105392581e-10,True,Post-Inauguration vs Entire Period
2817,6569.0,3.6464723458507696e-05,True,Post-Inauguration vs Entire Period
2818,7142.0,3.440484863238238e-08,True,Post-Inauguration vs Entire Period
2819,6461.0,0.00011023523600665707,True,Post-Inauguration vs Entire Period
2820,7640.0,1.7645413902026554e-11,True,Post-Inauguration vs Entire Period
2821,6678.0,1.1184302433881896e-05,True,Post-Inauguration vs Entire Period
2822,6645.5,1.6021720369797174e-05,True,Post-Inauguration vs Entire Period
2823,7068.0,9.398101923676121e-08,True,Post-Inauguration vs Entire Period
2824,7614.5,2.6889840897240547e-11,True,Post-Inauguration vs Entire Period
2825,7906.0,1.7175407418906155e-13,True,Post-Inauguration vs Entire Period
2826,7221.0,1.1382865483978718e-08,True,Post-Inauguration vs Entire Period
2827,6845.0,1.604821363182046e-06,True,Post-Inauguration vs Entire Period
2828,7190.0,1.764358984793168e-08,True,Post-Inauguration vs Entire Period
2829,6890.5,9.209472875714438e-07,True,Post-Inauguration vs Entire Period
2830,6865.0,1.2593746854916272e-06,True,Post-Inauguration vs Entire Period
2831,7029.0,1.5759263086071653e-07,True,Post-Inauguration vs Entire Period
2832,7076.5,8.387464813465728e-08,True,Post-Inauguration vs Entire Period
2833,7359.0,1.5100808107144703e-09,True,Post-Inauguration vs Entire Period
2834,6628.0,1.941005265457537e-05,True,Post-Inauguration vs Entire Period
2835,6852.0,1.475966184000525e-06,True,Post-Inauguration vs Entire Period
2836,7647.5,1.5570125630568226e-11,True,Post-Inauguration vs Entire Period
2837,7356.0,1.5803201136554644e-09,True,Post-Inauguration vs Entire Period
2838,6954.0,4.154358811829263e-07,True,Post-Inauguration vs Entire Period
2839,5999.0,0.006009367013259653,True,Post-Inauguration vs Entire Period
2840,7034.5,1.4658035170795438e-07,True,Post-Inauguration vs Entire Period
2841,7200.0,1.5327466094121648e-08,True,Post-Inauguration vs Entire Period
2842,7377.0,1.1508366364942016e-09,True,Post-Inauguration vs Entire Period
2843,7502.5,1.6467342454673172e-10,True,Post-Inauguration vs Entire Period
2844,7645.5,1.609734237706468e-11,True,Post-Inauguration vs Entire Period
2845,7412.5,6.702057864419468e-10,True,Post-Inauguration vs Entire Period
2846,7407.5,7.240547379870716e-10,True,Post-Inauguration vs Entire Period
2847,7338.5,2.052006616358096e-09,True,Post-Inauguration vs Entire Period
2848,6962.5,3.7281448435051047e-07,True,Post-Inauguration vs Entire Period
2849,7618.0,2.5384477853817463e-11,True,Post-Inauguration vs Entire Period
2850,7054.5,1.1242189196244778e-07,True,Post-Inauguration vs Entire Period
2851,7204.5,1.4375535001780283e-08,True,Post-Inauguration vs Entire Period
2852,7069.0,9.274034539433042e-08,True,Post-Inauguration vs Entire Period
2853,7108.5,5.4432916008118217e-08,True,Post-Inauguration vs Entire Period
2854,6512.0,6.59467033825977e-05,True,Post-Inauguration vs Entire Period
2855,6236.0,0.0008947889252175664,True,Post-Inauguration vs Entire Period
2856,7398.0,8.364587953197932e-10,True,Post-Inauguration vs Entire Period
2857,7025.0,1.6605048031013254e-07,True,Post-Inauguration vs Entire Period
2858,7197.5,1.5874880967723902e-08,True,Post-Inauguration vs Entire Period
2859,6389.0,0.00022215974312531355,True,Post-Inauguration vs Entire Period
2860,7106.0,5.630474587303315e-08,True,Post-Inauguration vs Entire Period
2861,7071.5,8.967458654911273e-08,True,Post-Inauguration vs Entire Period
2862,7238.5,8.857304308612923e-09,True,Post-Inauguration vs Entire Period
2863,6862.5,1.2984271687043306e-06,True,Post-Inauguration vs Entire Period
2864,6993.0,2.520724486276636e-07,True,Post-Inauguration vs Entire Period
2865,6522.5,5.920445103302211e-05,True,Post-Inauguration vs Entire Period
2866,7076.0,8.443648583088985e-08,True,Post-Inauguration vs Entire Period
2867,7838.0,5.840452925485341e-13,True,Post-Inauguration vs Entire Period
2868,7406.5,7.347318922282814e-10,True,Post-Inauguration vs Entire Period
2869,6931.5,5.520332711533633e-07,True,Post-Inauguration vs Entire Period
2870,7364.0,1.40027144444169e-09,True,Post-Inauguration vs Entire Period
2871,7287.0,4.3881359687823506e-09,True,Post-Inauguration vs Entire Period
2872,6939.5,4.992968649624776e-07,True,Post-Inauguration vs Entire Period
2873,7072.5,8.851651736174613e-08,True,Post-Inauguration vs Entire Period
2874,7144.5,3.323762720586607e-08,True,Post-Inauguration vs Entire Period
2875,6630.0,1.8990616534938072e-05,True,Post-Inauguration vs Entire Period
2876,7094.5,6.579230779169693e-08,True,Post-Inauguration vs Entire Period
2877,6840.5,1.6957673613228993e-06,True,Post-Inauguration vs Entire Period
2878,7468.0,2.835748495605396e-10,True,Post-Inauguration vs Entire Period
2879,7383.0,1.051163212425569e-09,True,Post-Inauguration vs Entire Period
2880,7475.5,2.5239613366504896e-10,True,Post-Inauguration vs Entire Period
2881,6654.0,1.459695282365855e-05,True,Post-Inauguration vs Entire Period
2882,7102.5,5.9006577565639465e-08,True,Post-Inauguration vs Entire Period
2883,7272.5,5.426168236574578e-09,True,Post-Inauguration vs Entire Period
2884,7017.5,1.8314086071127708e-07,True,Post-Inauguration vs Entire Period
2885,7518.0,1.2882107065398593e-10,True,Post-Inauguration vs Entire Period
2886,6992.0,2.5518997979458994e-07,True,Post-Inauguration vs Entire Period
2887,7374.5,1.196466212496659e-09,True,Post-Inauguration vs Entire Period
2888,6769.5,3.936610181808122e-06,True,Post-Inauguration vs Entire Period
2889,8091.5,5.349126922492222e-15,True,Post-Inauguration vs Entire Period
2890,6998.0,2.360742068983925e-07,True,Post-Inauguration vs Entire Period
2891,7181.5,1.9884377273085658e-08,True,Post-Inauguration vs Entire Period
2892,7423.0,5.707403218330841e-10,True,Post-Inauguration vs Entire Period
2893,7280.5,4.826392609727142e-09,True,Post-Inauguration vs Entire Period
2894,6946.0,4.5967487403804473e-07,True,Post-Inauguration vs Entire Period
2895,7316.0,2.863484585685495e-09,True,Post-Inauguration vs Entire Period
2896,7533.0,1.0133449419328935e-10,True,Post-Inauguration vs Entire Period
2897,6479.5,9.164354780420303e-05,True,Post-Inauguration vs Entire Period
2898,6694.5,9.303687708304776e-06,True,Post-Inauguration vs Entire Period
2899,7249.0,7.61927971278758e-09,True,Post-Inauguration vs Entire Period
2900,7355.0,1.6047873831176796e-09,True,Post-Inauguration vs Entire Period
2901,7319.5,2.723259140839186e-09,True,Post-Inauguration vs Entire Period
2902,7222.0,1.1212268718783747e-08,True,Post-Inauguration vs Entire Period
2903,6976.5,3.1155890356527623e-07,True,Post-Inauguration vs Entire Period
2904,7068.5,9.334874759300219e-08,True,Post-Inauguration vs Entire Period
2905,7051.0,1.178055171777025e-07,True,Post-Inauguration vs Entire Period
2906,7506.5,1.545742177221281e-10,True,Post-Inauguration vs Entire Period
2907,7217.5,1.1956930595403058e-08,True,Post-Inauguration vs Entire Period
2908,7047.0,1.2429254443359683e-07,True,Post-Inauguration vs Entire Period
2909,7730.0,3.848588835494748e-12,True,Post-Inauguration vs Entire Period
2910,7146.0,3.2574637565724616e-08,True,Post-Inauguration vs Entire Period
2911,6775.0,3.694261532331525e-06,True,Post-Inauguration vs Entire Period
2912,7157.5,2.776626531294234e-08,True,Post-Inauguration vs Entire Period
2913,7060.0,1.0454820437470885e-07,True,Post-Inauguration vs Entire Period
2914,7061.5,1.0252697727175623e-07,True,Post-Inauguration vs Entire Period
2915,6811.0,2.415884650495505e-06,True,Post-Inauguration vs Entire Period
2916,7259.0,6.597041202242418e-09,True,Post-Inauguration vs Entire Period
2917,6750.0,4.938455866126246e-06,True,Post-Inauguration vs Entire Period
2918,7328.5,2.380510878604726e-09,True,Post-Inauguration vs Entire Period
2919,6375.0,0.0002537361878482713,True,Post-Inauguration vs Entire Period
2920,6514.5,6.427249878086624e-05,True,Post-Inauguration vs Entire Period
2921,6875.0,1.1145629393477723e-06,True,Post-Inauguration vs Entire Period
2922,7063.0,1.0048460549064219e-07,True,Post-Inauguration vs Entire Period
2923,7847.0,4.975786746001895e-13,True,Post-Inauguration vs Entire Period
2924,6742.5,5.38688795302465e-06,True,Post-Inauguration vs Entire Period
2925,7390.5,9.375362754236094e-10,True,Post-Inauguration vs Entire Period
2926,6964.5,3.633821052644192e-07,True,Post-Inauguration vs Entire Period
2927,7417.5,6.204292761502838e-10,True,Post-Inauguration vs Entire Period
2928,7043.0,1.310709433092786e-07,True,Post-Inauguration vs Entire Period
2929,7027.5,1.6069893522212667e-07,True,Post-Inauguration vs Entire Period
2930,7591.0,3.960148097087969e-11,True,Post-Inauguration vs Entire Period
2931,7138.5,3.609846866307276e-08,True,Post-Inauguration vs Entire Period
2932,7473.0,2.6247490442677134e-10,True,Post-Inauguration vs Entire Period
2933,7097.0,6.362233514548353e-08,True,Post-Inauguration vs Entire Period
2934,6812.5,2.372321387394356e-06,True,Post-Inauguration vs Entire Period
2935,6803.5,2.6383274292409183e-06,True,Post-Inauguration vs Entire Period
2936,6984.5,2.8088440545882494e-07,True,Post-Inauguration vs Entire Period
2937,6604.0,2.514042611669704e-05,True,Post-Inauguration vs Entire Period
2938,7230.0,1.00065760113047e-08,True,Post-Inauguration vs Entire Period
2939,7229.0,1.0149995835933318e-08,True,Post-Inauguration vs Entire Period
2940,6621.5,2.0818202329499322e-05,True,Post-Inauguration vs Entire Period
2941,7106.0,5.6340795291025425e-08,True,Post-Inauguration vs Entire Period
2942,7327.5,2.418770505322614e-09,True,Post-Inauguration vs Entire Period
2943,7059.5,1.0521735580467537e-07,True,Post-Inauguration vs Entire Period
2944,7238.0,8.922221157220619e-09,True,Post-Inauguration vs Entire Period
2945,7493.5,1.8997264345579091e-10,True,Post-Inauguration vs Entire Period
2946,7463.5,3.0450531783915707e-10,True,Post-Inauguration vs Entire Period
2947,7053.5,1.1392643321703397e-07,True,Post-Inauguration vs Entire Period
2948,6750.5,4.911611714918868e-06,True,Post-Inauguration vs Entire Period
2949,6900.5,8.138036925151944e-07,True,Post-Inauguration vs Entire Period
2950,6533.5,5.2871776679608075e-05,True,Post-Inauguration vs Entire Period
2951,6834.5,1.8226253148315175e-06,True,Post-Inauguration vs Entire Period
2952,7062.0,1.0174902708896285e-07,True,Post-Inauguration vs Entire Period
2953,7020.0,1.7710287175889367e-07,True,Post-Inauguration vs Entire Period
2954,6884.0,9.978397365347837e-07,True,Post-Inauguration vs Entire Period
2955,6620.0,2.11598121095507e-05,True,Post-Inauguration vs Entire Period
2956,6735.5,5.837072920935482e-06,True,Post-Inauguration vs Entire Period
2957,6928.5,5.735955693156045e-07,True,Post-Inauguration vs Entire Period
2958,6618.5,2.1497237548996852e-05,True,Post-Inauguration vs Entire Period
2959,7054.0,1.1323394398433464e-07,True,Post-Inauguration vs Entire Period
2960,7119.5,4.686923346222443e-08,True,Post-Inauguration vs Entire Period
2961,7366.0,1.3586995989617117e-09,True,Post-Inauguration vs Entire Period
2962,7061.0,1.0316274412817755e-07,True,Post-Inauguration vs Entire Period
2963,6957.5,3.972107972315115e-07,True,Post-Inauguration vs Entire Period
2964,6664.5,1.300229191741257e-05,True,Post-Inauguration vs Entire Period
2965,7401.0,7.995154065315737e-10,True,Post-Inauguration vs Entire Period
2966,6890.5,9.21144191054449e-07,True,Post-Inauguration vs Entire Period
2967,7137.0,3.6868447537505056e-08,True,Post-Inauguration vs Entire Period
2968,7253.0,7.194168269472954e-09,True,Post-Inauguration vs Entire Period
2969,6741.5,5.4485701463969626e-06,True,Post-Inauguration vs Entire Period
2970,7266.5,5.9158547308797e-09,True,Post-Inauguration vs Entire Period
2971,7762.5,2.2003355546174132e-12,True,Post-Inauguration vs Entire Period
2972,7141.5,3.4672820117610833e-08,True,Post-Inauguration vs Entire Period
2973,6766.5,4.080024843208249e-06,True,Post-Inauguration vs Entire Period
2974,6876.5,1.0938813412424026e-06,True,Post-Inauguration vs Entire Period
2975,6975.5,3.152257339898158e-07,True,Post-Inauguration vs Entire Period
2976,7243.5,8.246180227313563e-09,True,Post-Inauguration vs Entire Period
2977,7023.5,1.6939977097040373e-07,True,Post-Inauguration vs Entire Period
2978,6772.0,3.825458533475468e-06,True,Post-Inauguration vs Entire Period
2979,7122.0,4.528595017799136e-08,True,Post-Inauguration vs Entire Period
2980,7400.0,8.113707324269208e-10,True,Post-Inauguration vs Entire Period
2981,6540.5,4.9169889573743894e-05,True,Post-Inauguration vs Entire Period
2982,6735.0,5.8685494040447605e-06,True,Post-Inauguration vs Entire Period
2983,7266.0,5.959504443948814e-09,True,Post-Inauguration vs Entire Period
2984,7221.0,1.1376970070266624e-08,True,Post-Inauguration vs Entire Period
2985,7560.5,6.510995834386466e-11,True,Post-Inauguration vs Entire Period
2986,7424.5,5.575417680093942e-10,True,Post-Inauguration vs Entire Period
2987,7058.5,1.0663463428718212e-07,True,Post-Inauguration vs Entire Period
2988,7526.5,1.1239200183266049e-10,True,Post-Inauguration vs Entire Period
2989,7239.5,8.732459282793268e-09,True,Post-Inauguration vs Entire Period
2990,7540.5,8.982626330380825e-11,True,Post-Inauguration vs Entire Period
2991,7178.0,2.0871096324082197e-08,True,Post-Inauguration vs Entire Period
2992,6838.5,1.7363144901626562e-06,True,Post-Inauguration vs Entire Period
2993,7235.5,9.249154228387232e-09,True,Post-Inauguration vs Entire Period
2994,6847.5,1.5572819207509893e-06,True,Post-Inauguration vs Entire Period
2995,7808.5,9.845116255109126e-13,True,Post-Inauguration vs Entire Period
2996,7335.5,2.145411487785779e-09,True,Post-Inauguration vs Entire Period
2997,6977.0,3.0968033295914304e-07,True,Post-Inauguration vs Entire Period
2998,6792.5,3.007507388344579e-06,True,Post-Inauguration vs Entire Period
2999,7310.0,3.1344941392077085e-09,True,Post-Inauguration vs Entire Period
3000,7643.5,1.666280522371079e-11,True,Post-Inauguration vs Entire Period
3001,6900.5,8.13479491156362e-07,True,Post-Inauguration vs Entire Period
3002,6774.0,3.7349030479882348e-06,True,Post-Inauguration vs Entire Period
3003,7086.5,7.328347982543343e-08,True,Post-Inauguration vs Entire Period
3004,6885.0,9.859442555528714e-07,True,Post-Inauguration vs Entire Period
3005,6799.0,2.7857756870299973e-06,True,Post-Inauguration vs Entire Period
3006,7069.0,9.27618988223255e-08,True,Post-Inauguration vs Entire Period
3007,7002.5,2.227529486025419e-07,True,Post-Inauguration vs Entire Period
3008,7462.0,3.117464208440912e-10,True,Post-Inauguration vs Entire Period
3009,7071.0,9.031692070713838e-08,True,Post-Inauguration vs Entire Period
3010,7527.5,1.1069707640166467e-10,True,Post-Inauguration vs Entire Period
3011,6940.5,4.930830485189807e-07,True,Post-Inauguration vs Entire Period
3012,8121.0,3.0218939251675974e-15,True,Post-Inauguration vs Entire Period
3013,7164.0,2.5375308951297253e-08,True,Post-Inauguration vs Entire Period
3014,7545.0,8.359028568081393e-11,True,Post-Inauguration vs Entire Period
3015,7462.0,3.114847387336339e-10,True,Post-Inauguration vs Entire Period
3016,6626.5,1.971425096872055e-05,True,Post-Inauguration vs Entire Period
3017,6905.5,7.647338406776411e-07,True,Post-Inauguration vs Entire Period
3018,7343.0,1.919542899351505e-09,True,Post-Inauguration vs Entire Period
3019,6483.0,8.847972330384429e-05,True,Post-Inauguration vs Entire Period
3020,6671.0,1.2094015591719306e-05,True,Post-Inauguration vs Entire Period
3021,7242.5,8.370925044755578e-09,True,Post-Inauguration vs Entire Period
3022,7019.5,1.7838809917117253e-07,True,Post-Inauguration vs Entire Period
3023,7335.5,2.146994431888987e-09,True,Post-Inauguration vs Entire Period
3024,7490.0,2.008409383594663e-10,True,Post-Inauguration vs Entire Period
3025,6819.5,2.182612587571275e-06,True,Post-Inauguration vs Entire Period
3026,7009.5,2.033378458320919e-07,True,Post-Inauguration vs Entire Period
3027,7357.5,1.5452582945806319e-09,True,Post-Inauguration vs Entire Period
3028,7287.0,4.39160839231363e-09,True,Post-Inauguration vs Entire Period
3029,7902.0,1.8514831055420895e-13,True,Post-Inauguration vs Entire Period
3030,6104.5,0.0026735206561187487,True,Post-Inauguration vs Entire Period
3031,7237.0,9.055162933228556e-09,True,Post-Inauguration vs Entire Period
3032,7032.5,1.5043814104419325e-07,True,Post-Inauguration vs Entire Period
3033,6778.5,3.5438033156470206e-06,True,Post-Inauguration vs Entire Period
3034,7181.0,2.0014765740262524e-08,True,Post-Inauguration vs Entire Period
3035,6363.5,0.000282830461137892,True,Post-Inauguration vs Entire Period
3036,7468.0,2.8373437184893477e-10,True,Post-Inauguration vs Entire Period
3037,7741.5,3.1645372446858656e-12,True,Post-Inauguration vs Entire Period
3038,7075.5,8.500776256145539e-08,True,Post-Inauguration vs Entire Period
3039,7220.5,1.146165089507438e-08,True,Post-Inauguration vs Entire Period
3040,7103.5,5.825634540848732e-08,True,Post-Inauguration vs Entire Period
3041,7054.0,1.1322637014270946e-07,True,Post-Inauguration vs Entire Period
3042,6783.5,3.3430311235332055e-06,True,Post-Inauguration vs Entire Period
3043,6953.0,4.2073231384744536e-07,True,Post-Inauguration vs Entire Period
3044,7255.5,6.9415062288092134e-09,True,Post-Inauguration vs Entire Period
3045,7234.0,9.447186486698972e-09,True,Post-Inauguration vs Entire Period
3046,7719.0,4.6511995902997765e-12,True,Post-Inauguration vs Entire Period
3047,6588.5,2.9677448992364403e-05,True,Post-Inauguration vs Entire Period
3048,7311.0,3.086697268569308e-09,True,Post-Inauguration vs Entire Period
3049,6807.5,2.5176360189286287e-06,True,Post-Inauguration vs Entire Period
3050,7181.5,1.9878863972309314e-08,True,Post-Inauguration vs Entire Period
3051,6934.0,5.349225877143138e-07,True,Post-Inauguration vs Entire Period
3052,7160.0,2.683349022255038e-08,True,Post-Inauguration vs Entire Period
3053,7428.0,5.28184679555504e-10,True,Post-Inauguration vs Entire Period
3054,6568.0,3.6880315225238435e-05,True,Post-Inauguration vs Entire Period
3055,7215.5,1.2309367110864161e-08,True,Post-Inauguration vs Entire Period
3056,7318.5,2.7630347552834424e-09,True,Post-Inauguration vs Entire Period
3057,7364.5,1.390559025556025e-09,True,Post-Inauguration vs Entire Period
3058,6923.0,6.142827812730105e-07,True,Post-Inauguration vs Entire Period
3059,7447.5,3.903351694686286e-10,True,Post-Inauguration vs Entire Period
3060,7374.0,1.2039964351883212e-09,True,Post-Inauguration vs Entire Period
3061,7240.0,8.670534758185164e-09,True,Post-Inauguration vs Entire Period
3062,6733.0,6.007712606282472e-06,True,Post-Inauguration vs Entire Period
3063,7018.0,1.8204489318898e-07,True,Post-Inauguration vs Entire Period
3064,6960.0,3.8483448216861773e-07,True,Post-Inauguration vs Entire Period
3065,7647.0,1.5711580703031515e-11,True,Post-Inauguration vs Entire Period
3066,6764.0,4.198470254160929e-06,True,Post-Inauguration vs Entire Period
3067,7268.5,5.747700902501808e-09,True,Post-Inauguration vs Entire Period
3068,7194.0,1.6675044188584947e-08,True,Post-Inauguration vs Entire Period
3069,7865.0,3.606101950353982e-13,True,Post-Inauguration vs Entire Period
3070,7449.0,3.814872652372408e-10,True,Post-Inauguration vs Entire Period
3071,7127.0,4.22841585709324e-08,True,Post-Inauguration vs Entire Period
3072,7508.0,1.5112755657676338e-10,True,Post-Inauguration vs Entire Period
3073,6439.5,0.00013630690149838,True,Post-Inauguration vs Entire Period
3074,6987.0,2.721050171337972e-07,True,Post-Inauguration vs Entire Period
3075,6859.5,1.3464760976241129e-06,True,Post-Inauguration vs Entire Period
3076,6943.5,4.7435693583860547e-07,True,Post-Inauguration vs Entire Period
3077,6694.0,9.354557260338596e-06,True,Post-Inauguration vs Entire Period
3078,6977.5,3.0733265702486655e-07,True,Post-Inauguration vs Entire Period
3079,7101.0,6.027520424325831e-08,True,Post-Inauguration vs Entire Period
3080,6477.5,9.35201964480144e-05,True,Post-Inauguration vs Entire Period
3081,6973.0,3.2604855574006956e-07,True,Post-Inauguration vs Entire Period
3082,7005.5,2.1416855704891742e-07,True,Post-Inauguration vs Entire Period
3083,7170.0,2.334325624344462e-08,True,Post-Inauguration vs Entire Period
3084,6357.0,0.0003006036292184231,True,Post-Inauguration vs Entire Period
3085,7816.0,8.627274974670536e-13,True,Post-Inauguration vs Entire Period
3086,7431.5,5.001423219098751e-10,True,Post-Inauguration vs Entire Period
3087,7584.0,4.4420032127798053e-11,True,Post-Inauguration vs Entire Period
3088,6985.5,2.774509388776785e-07,True,Post-Inauguration vs Entire Period
3089,6803.5,2.641039855452558e-06,True,Post-Inauguration vs Entire Period
3090,7059.0,1.0596285006387072e-07,True,Post-Inauguration vs Entire Period
3091,6807.0,2.532023846316096e-06,True,Post-Inauguration vs Entire Period
3092,7323.5,2.5652072218158563e-09,True,Post-Inauguration vs Entire Period
3093,6603.5,2.5282386765798393e-05,True,Post-Inauguration vs Entire Period
3094,6830.0,1.9251253564690124e-06,True,Post-Inauguration vs Entire Period
3095,7289.0,4.2630613094179984e-09,True,Post-Inauguration vs Entire Period
3096,7423.5,5.662755364418239e-10,True,Post-Inauguration vs Entire Period
3097,7346.0,1.8342407635691674e-09,True,Post-Inauguration vs Entire Period
3098,6810.0,2.4435796470548417e-06,True,Post-Inauguration vs Entire Period
3099,7789.0,1.3873483211617244e-12,True,Post-Inauguration vs Entire Period
3100,6636.0,1.7779624897725115e-05,True,Post-Inauguration vs Entire Period
3101,7392.5,9.098278050881117e-10,True,Post-Inauguration vs Entire Period
3102,6786.0,3.2447954828570535e-06,True,Post-Inauguration vs Entire Period
3103,7109.0,5.4066833521536066e-08,True,Post-Inauguration vs Entire Period
3104,6894.5,8.765254883746709e-07,True,Post-Inauguration vs Entire Period
3105,7028.0,1.5956805425960718e-07,True,Post-Inauguration vs Entire Period
3106,6914.5,6.833568556304627e-07,True,Post-Inauguration vs Entire Period
3107,7782.0,1.5671787930000668e-12,True,Post-Inauguration vs Entire Period
3108,7160.5,2.661651679487527e-08,True,Post-Inauguration vs Entire Period
3109,7086.0,7.3823622984334e-08,True,Post-Inauguration vs Entire Period
3110,7068.5,9.333519624818362e-08,True,Post-Inauguration vs Entire Period
3111,7175.0,2.1771038734860942e-08,True,Post-Inauguration vs Entire Period
3112,6726.0,6.506761286177589e-06,True,Post-Inauguration vs Entire Period
3113,7092.0,6.805075180743953e-08,True,Post-Inauguration vs Entire Period
3114,7142.5,3.415543508187427e-08,True,Post-Inauguration vs Entire Period
3115,6465.0,0.00010589557252441092,True,Post-Inauguration vs Entire Period
3116,7478.0,2.4239142444533214e-10,True,Post-Inauguration vs Entire Period
3117,7320.5,2.681189406953481e-09,True,Post-Inauguration vs Entire Period
3118,7179.5,2.0445759804642236e-08,True,Post-Inauguration vs Entire Period
3119,7023.5,1.694218249924579e-07,True,Post-Inauguration vs Entire Period
3120,7433.5,4.852847134384587e-10,True,Post-Inauguration vs Entire Period
3121,7280.0,4.857482176728732e-09,True,Post-Inauguration vs Entire Period
3122,7078.5,8.16481423686706e-08,True,Post-Inauguration vs Entire Period
3123,6538.5,5.0204939397823184e-05,True,Post-Inauguration vs Entire Period
3124,7174.5,2.1923211452341996e-08,True,Post-Inauguration vs Entire Period
3125,6925.5,5.956739430732377e-07,True,Post-Inauguration vs Entire Period
3126,7259.0,6.595841016935534e-09,True,Post-Inauguration vs Entire Period
3127,6911.5,7.081526655996862e-07,True,Post-Inauguration vs Entire Period
3128,6944.0,4.7184563323947445e-07,True,Post-Inauguration vs Entire Period
3129,7553.5,7.277635940685402e-11,True,Post-Inauguration vs Entire Period
3130,7135.0,3.788061480330715e-08,True,Post-Inauguration vs Entire Period
3131,7792.5,1.304541061135027e-12,True,Post-Inauguration vs Entire Period
3132,8011.5,2.4467220105855936e-14,True,Post-Inauguration vs Entire Period
3133,7532.0,1.0301622228784886e-10,True,Post-Inauguration vs Entire Period
3134,6523.0,5.8888727194585225e-05,True,Post-Inauguration vs Entire Period
3135,6664.5,1.3000248411046034e-05,True,Post-Inauguration vs Entire Period
3136,7165.0,2.5003086786494927e-08,True,Post-Inauguration vs Entire Period
3137,7692.5,7.307074911725658e-12,True,Post-Inauguration vs Entire Period
3138,7129.5,4.087382451630766e-08,True,Post-Inauguration vs Entire Period
3139,7051.0,1.1786503539166093e-07,True,Post-Inauguration vs Entire Period
3140,7176.0,2.147979509237348e-08,True,Post-Inauguration vs Entire Period
3141,7078.0,8.219312612661039e-08,True,Post-Inauguration vs Entire Period
3142,6406.5,0.00018778502908556565,True,Post-Inauguration vs Entire Period
3143,7165.0,2.5024663502861457e-08,True,Post-Inauguration vs Entire Period
3144,7453.5,3.5557521104483193e-10,True,Post-Inauguration vs Entire Period
3145,6943.0,4.777184921269358e-07,True,Post-Inauguration vs Entire Period
3146,6861.5,1.3144077993224024e-06,True,Post-Inauguration vs Entire Period
3147,7334.0,2.1934427779791574e-09,True,Post-Inauguration vs Entire Period
3148,7430.0,5.122273721265982e-10,True,Post-Inauguration vs Entire Period
3149,7009.5,2.0339760340056918e-07,True,Post-Inauguration vs Entire Period
3150,7378.5,1.126339788306126e-09,True,Post-Inauguration vs Entire Period
3151,7222.0,1.1218331333506155e-08,True,Post-Inauguration vs Entire Period
3152,7330.0,2.327650709718858e-09,True,Post-Inauguration vs Entire Period
3153,7505.5,1.5716406143914782e-10,True,Post-Inauguration vs Entire Period
3154,7061.0,1.0317861557283956e-07,True,Post-Inauguration vs Entire Period
3155,6569.5,3.6281180411791226e-05,True,Post-Inauguration vs Entire Period
3156,7356.5,1.5672690773405965e-09,True,Post-Inauguration vs Entire Period
3157,6881.0,1.0353494517715125e-06,True,Post-Inauguration vs Entire Period
3158,7263.0,6.227412204838771e-09,True,Post-Inauguration vs Entire Period
3159,6917.5,6.582239102353191e-07,True,Post-Inauguration vs Entire Period
3160,6517.0,6.263158269568451e-05,True,Post-Inauguration vs Entire Period
3161,6976.0,3.13727841696162e-07,True,Post-Inauguration vs Entire Period
