bootstrap_iteration,delta,interpretation,comparison
3090,0.45097636176772865,Medium,Post-Inauguration vs Entire Period
3091,0.39917780061664954,Medium,Post-Inauguration vs Entire Period
3092,0.505344295991778,Large,Post-Inauguration vs Entire Period
3093,0.35734840698869474,Medium,Post-Inauguration vs Entire Period
3094,0.4039054470709147,Medium,Post-Inauguration vs Entire Period
3095,0.49825282631038026,Large,Post-Inauguration vs Entire Period
3096,0.5258992805755396,Large,Post-Inauguration vs Entire Period
3097,0.5099691675231244,Large,Post-Inauguration vs Entire Period
3098,0.3997944501541624,Medium,Post-Inauguration vs Entire Period
3099,0.6010277492291881,Large,Post-Inauguration vs Entire Period
3100,0.3640287769784173,Medium,Post-Inauguration vs Entire Period
3101,0.5195272353545735,Large,Post-Inauguration vs Entire Period
3102,0.3948612538540596,Medium,Post-Inauguration vs Entire Period
3103,0.46125385405960945,Medium,Post-Inauguration vs Entire Period
3104,0.4171634121274409,Medium,Post-Inauguration vs Entire Period
3105,0.4446043165467626,Medium,Post-Inauguration vs Entire Period
3106,0.4212744090441932,Medium,Post-Inauguration vs Entire Period
3107,0.5995889003083248,Large,Post-Inauguration vs Entire Period
3108,0.47183967112024666,Medium,Post-Inauguration vs Entire Period
3109,0.4565262076053443,Medium,Post-Inauguration vs Entire Period
3110,0.45292908530318604,Medium,Post-Inauguration vs Entire Period
3111,0.4748201438848921,Large,Post-Inauguration vs Entire Period
3112,0.38252826310380267,Medium,Post-Inauguration vs Entire Period
3113,0.45775950668036997,Medium,Post-Inauguration vs Entire Period
3114,0.4681397738951696,Medium,Post-Inauguration vs Entire Period
3115,0.328879753340185,Small,Post-Inauguration vs Entire Period
3116,0.5371017471736896,Large,Post-Inauguration vs Entire Period
3117,0.5047276464542652,Large,Post-Inauguration vs Entire Period
3118,0.47574511819116133,Large,Post-Inauguration vs Entire Period
3119,0.4436793422404933,Medium,Post-Inauguration vs Entire Period
3120,0.5279547790339157,Large,Post-Inauguration vs Entire Period
3121,0.49640287769784175,Large,Post-Inauguration vs Entire Period
3122,0.4549845837615622,Medium,Post-Inauguration vs Entire Period
3123,0.34398766700924976,Medium,Post-Inauguration vs Entire Period
3124,0.47471736896197325,Large,Post-Inauguration vs Entire Period
3125,0.423535457348407,Medium,Post-Inauguration vs Entire Period
3126,0.4920863309352518,Large,Post-Inauguration vs Entire Period
3127,0.4206577595066804,Medium,Post-Inauguration vs Entire Period
3128,0.4273381294964029,Medium,Post-Inauguration vs Entire Period
3129,0.5526207605344295,Large,Post-Inauguration vs Entire Period
3130,0.46659815005138744,Medium,Post-Inauguration vs Entire Period
3131,0.6017471736896197,Large,Post-Inauguration vs Entire Period
3132,0.6467625899280576,Large,Post-Inauguration vs Entire Period
3133,0.5482014388489208,Large,Post-Inauguration vs Entire Period
3134,0.3408016443987667,Medium,Post-Inauguration vs Entire Period
3135,0.3698869475847893,Medium,Post-Inauguration vs Entire Period
3136,0.4727646454265159,Medium,Post-Inauguration vs Entire Period
3137,0.5811921891058581,Large,Post-Inauguration vs Entire Period
3138,0.4654676258992806,Medium,Post-Inauguration vs Entire Period
3139,0.44933196300102773,Medium,Post-Inauguration vs Entire Period
3140,0.4750256937307297,Large,Post-Inauguration vs Entire Period
3141,0.4548818088386434,Medium,Post-Inauguration vs Entire Period
3142,0.3168550873586845,Small,Post-Inauguration vs Entire Period
3143,0.4727646454265159,Medium,Post-Inauguration vs Entire Period
3144,0.5320657759506681,Large,Post-Inauguration vs Entire Period
3145,0.4271325796505653,Medium,Post-Inauguration vs Entire Period
3146,0.4103802672147996,Medium,Post-Inauguration vs Entire Period
3147,0.5075025693730729,Large,Post-Inauguration vs Entire Period
3148,0.527235354573484,Large,Post-Inauguration vs Entire Period
3149,0.4408016443987667,Medium,Post-Inauguration vs Entire Period
3150,0.5166495375128468,Large,Post-Inauguration vs Entire Period
3151,0.48448098663926004,Large,Post-Inauguration vs Entire Period
3152,0.5066803699897225,Large,Post-Inauguration vs Entire Period
3153,0.542754367934224,Large,Post-Inauguration vs Entire Period
3154,0.4513874614594039,Medium,Post-Inauguration vs Entire Period
3155,0.35035971223021584,Medium,Post-Inauguration vs Entire Period
3156,0.5121274409044193,Large,Post-Inauguration vs Entire Period
3157,0.4143884892086331,Medium,Post-Inauguration vs Entire Period
3158,0.49290853031860227,Large,Post-Inauguration vs Entire Period
3159,0.42189105858170606,Medium,Post-Inauguration vs Entire Period
3160,0.339568345323741,Medium,Post-Inauguration vs Entire Period
3161,0.4339157245632066,Medium,Post-Inauguration vs Entire Period
3162,0.302672147995889,Small,Post-Inauguration vs Entire Period
3163,0.4163412127440904,Medium,Post-Inauguration vs Entire Period
3164,0.5340184994861253,Large,Post-Inauguration vs Entire Period
3165,0.37461459403905445,Medium,Post-Inauguration vs Entire Period
3166,0.39681397738951696,Medium,Post-Inauguration vs Entire Period
3167,0.44542651593011306,Medium,Post-Inauguration vs Entire Period
3168,0.3920863309352518,Medium,Post-Inauguration vs Entire Period
3169,0.3868448098663926,Medium,Post-Inauguration vs Entire Period
3170,0.4894141829393628,Large,Post-Inauguration vs Entire Period
3171,0.4482014388489209,Medium,Post-Inauguration vs Entire Period
3172,0.4421377183967112,Medium,Post-Inauguration vs Entire Period
3173,0.42939362795477903,Medium,Post-Inauguration vs Entire Period
3174,0.37327852004110995,Medium,Post-Inauguration vs Entire Period
3175,0.46783144912641317,Medium,Post-Inauguration vs Entire Period
3176,0.3391572456320658,Medium,Post-Inauguration vs Entire Period
3177,0.4819116135662898,Large,Post-Inauguration vs Entire Period
3178,0.4349434737923947,Medium,Post-Inauguration vs Entire Period
3179,0.513874614594039,Large,Post-Inauguration vs Entire Period
3180,0.4850976361767729,Large,Post-Inauguration vs Entire Period
3181,0.4868448098663926,Large,Post-Inauguration vs Entire Period
3182,0.44799588900308324,Medium,Post-Inauguration vs Entire Period
3183,0.43371017471736895,Medium,Post-Inauguration vs Entire Period
3184,0.4852004110996917,Large,Post-Inauguration vs Entire Period
3185,0.408530318602261,Medium,Post-Inauguration vs Entire Period
3186,0.47183967112024666,Medium,Post-Inauguration vs Entire Period
3187,0.48119218910585815,Large,Post-Inauguration vs Entire Period
3188,0.47183967112024666,Medium,Post-Inauguration vs Entire Period
3189,0.4945529290853032,Large,Post-Inauguration vs Entire Period
3190,0.565775950668037,Large,Post-Inauguration vs Entire Period
3191,0.3408016443987667,Medium,Post-Inauguration vs Entire Period
3192,0.4495375128468654,Medium,Post-Inauguration vs Entire Period
3193,0.45508735868448097,Medium,Post-Inauguration vs Entire Period
3194,0.42271325796505654,Medium,Post-Inauguration vs Entire Period
3195,0.48633093525179855,Large,Post-Inauguration vs Entire Period
3196,0.48643371017471737,Large,Post-Inauguration vs Entire Period
3197,0.5236382322713258,Large,Post-Inauguration vs Entire Period
3198,0.4334018499486125,Medium,Post-Inauguration vs Entire Period
3199,0.4932168550873587,Large,Post-Inauguration vs Entire Period
3200,0.46803699897225076,Medium,Post-Inauguration vs Entire Period
3201,0.45046248715313464,Medium,Post-Inauguration vs Entire Period
3202,0.49126413155190135,Large,Post-Inauguration vs Entire Period
3203,0.5180883864337101,Large,Post-Inauguration vs Entire Period
3204,0.39948612538540595,Medium,Post-Inauguration vs Entire Period
3205,0.45827338129496403,Medium,Post-Inauguration vs Entire Period
3206,0.41140801644398767,Medium,Post-Inauguration vs Entire Period
3207,0.5011305241521069,Large,Post-Inauguration vs Entire Period
3208,0.297327852004111,Small,Post-Inauguration vs Entire Period
3209,0.44552929085303183,Medium,Post-Inauguration vs Entire Period
3210,0.27810894141829395,Small,Post-Inauguration vs Entire Period
3211,0.4131551901336074,Medium,Post-Inauguration vs Entire Period
3212,0.4923946557040082,Large,Post-Inauguration vs Entire Period
3213,0.47153134635149024,Medium,Post-Inauguration vs Entire Period
3214,0.46474820143884893,Medium,Post-Inauguration vs Entire Period
3215,0.3237410071942446,Small,Post-Inauguration vs Entire Period
3216,0.44450154162384375,Medium,Post-Inauguration vs Entire Period
3217,0.47564234326824256,Large,Post-Inauguration vs Entire Period
3218,0.5007194244604316,Large,Post-Inauguration vs Entire Period
3219,0.44563206577595066,Medium,Post-Inauguration vs Entire Period
3220,0.3948612538540596,Medium,Post-Inauguration vs Entire Period
3221,0.43350462487153135,Medium,Post-Inauguration vs Entire Period
3222,0.4997944501541624,Large,Post-Inauguration vs Entire Period
3223,0.39054470709146966,Medium,Post-Inauguration vs Entire Period
3224,0.5468653648509764,Large,Post-Inauguration vs Entire Period
3225,0.43535457348406986,Medium,Post-Inauguration vs Entire Period
3226,0.6677286742034944,Large,Post-Inauguration vs Entire Period
3227,0.3942446043165468,Medium,Post-Inauguration vs Entire Period
3228,0.4923946557040082,Large,Post-Inauguration vs Entire Period
3229,0.4508735868448099,Medium,Post-Inauguration vs Entire Period
3230,0.4948612538540596,Large,Post-Inauguration vs Entire Period
3231,0.4419321685508736,Medium,Post-Inauguration vs Entire Period
3232,0.444398766700925,Medium,Post-Inauguration vs Entire Period
3233,0.4311408016443988,Medium,Post-Inauguration vs Entire Period
3234,0.5654676258992806,Large,Post-Inauguration vs Entire Period
3235,0.39815005138746146,Medium,Post-Inauguration vs Entire Period
3236,0.40616649537512844,Medium,Post-Inauguration vs Entire Period
3237,0.47471736896197325,Large,Post-Inauguration vs Entire Period
3238,0.5130524152106886,Large,Post-Inauguration vs Entire Period
3239,0.5212744090441932,Large,Post-Inauguration vs Entire Period
3240,0.6227132579650565,Large,Post-Inauguration vs Entire Period
3241,0.50431654676259,Large,Post-Inauguration vs Entire Period
3242,0.47019527235354575,Medium,Post-Inauguration vs Entire Period
3243,0.42137718396711205,Medium,Post-Inauguration vs Entire Period
3244,0.3486125385405961,Medium,Post-Inauguration vs Entire Period
3245,0.4562178828365879,Medium,Post-Inauguration vs Entire Period
3246,0.3484069886947585,Medium,Post-Inauguration vs Entire Period
3247,0.34306269270298045,Medium,Post-Inauguration vs Entire Period
3248,0.4261048304213772,Medium,Post-Inauguration vs Entire Period
3249,0.43514902363823227,Medium,Post-Inauguration vs Entire Period
3250,0.5720452209660842,Large,Post-Inauguration vs Entire Period
3251,0.4105858170606372,Medium,Post-Inauguration vs Entire Period
3252,0.4943473792394656,Large,Post-Inauguration vs Entire Period
3253,0.5327852004110997,Large,Post-Inauguration vs Entire Period
3254,0.4840698869475848,Large,Post-Inauguration vs Entire Period
3255,0.3314491264131552,Medium,Post-Inauguration vs Entire Period
3256,0.5265159301130524,Large,Post-Inauguration vs Entire Period
3257,0.44141829393627957,Medium,Post-Inauguration vs Entire Period
3258,0.3821171634121274,Medium,Post-Inauguration vs Entire Period
3259,0.49023638232271327,Large,Post-Inauguration vs Entire Period
3260,0.44933196300102773,Medium,Post-Inauguration vs Entire Period
3261,0.4586844809866393,Medium,Post-Inauguration vs Entire Period
3262,0.4327852004110997,Medium,Post-Inauguration vs Entire Period
3263,0.4131551901336074,Medium,Post-Inauguration vs Entire Period
3264,0.44830421377183965,Medium,Post-Inauguration vs Entire Period
3265,0.4989722507708119,Large,Post-Inauguration vs Entire Period
3266,0.42692702980472763,Medium,Post-Inauguration vs Entire Period
3267,0.40380267214799587,Medium,Post-Inauguration vs Entire Period
3268,0.32476875642343267,Small,Post-Inauguration vs Entire Period
3269,0.4421377183967112,Medium,Post-Inauguration vs Entire Period
3270,0.4009249743062693,Medium,Post-Inauguration vs Entire Period
3271,0.41243576567317575,Medium,Post-Inauguration vs Entire Period
3272,0.47040082219938334,Medium,Post-Inauguration vs Entire Period
3273,0.5054470709146968,Large,Post-Inauguration vs Entire Period
3274,0.4619732785200411,Medium,Post-Inauguration vs Entire Period
3275,0.4511819116135663,Medium,Post-Inauguration vs Entire Period
3276,0.5612538540596095,Large,Post-Inauguration vs Entire Period
3277,0.49773895169578625,Large,Post-Inauguration vs Entire Period
3278,0.492497430626927,Large,Post-Inauguration vs Entire Period
3279,0.5728674203494347,Large,Post-Inauguration vs Entire Period
3280,0.46896197327852,Medium,Post-Inauguration vs Entire Period
3281,0.6183967112024666,Large,Post-Inauguration vs Entire Period
3282,0.4618705035971223,Medium,Post-Inauguration vs Entire Period
3283,0.4754367934224049,Large,Post-Inauguration vs Entire Period
3284,0.5129496402877698,Large,Post-Inauguration vs Entire Period
3285,0.5257965056526208,Large,Post-Inauguration vs Entire Period
3286,0.5310380267214799,Large,Post-Inauguration vs Entire Period
3287,0.4910585817060637,Large,Post-Inauguration vs Entire Period
3288,0.42682425488180886,Medium,Post-Inauguration vs Entire Period
3289,0.5391572456320658,Large,Post-Inauguration vs Entire Period
3290,0.45580678314491263,Medium,Post-Inauguration vs Entire Period
3291,0.4447070914696814,Medium,Post-Inauguration vs Entire Period
3292,0.4017471736896197,Medium,Post-Inauguration vs Entire Period
3293,0.4193216855087359,Medium,Post-Inauguration vs Entire Period
3294,0.6152106885919836,Large,Post-Inauguration vs Entire Period
3295,0.4824254881808839,Large,Post-Inauguration vs Entire Period
3296,0.4750256937307297,Large,Post-Inauguration vs Entire Period
3297,0.46012332990750254,Medium,Post-Inauguration vs Entire Period
3298,0.4103802672147996,Medium,Post-Inauguration vs Entire Period
3299,0.4408016443987667,Medium,Post-Inauguration vs Entire Period
3300,0.3804727646454265,Medium,Post-Inauguration vs Entire Period
3301,0.42682425488180886,Medium,Post-Inauguration vs Entire Period
3302,0.5126413155190134,Large,Post-Inauguration vs Entire Period
3303,0.5121274409044193,Large,Post-Inauguration vs Entire Period
3304,0.46135662898252827,Medium,Post-Inauguration vs Entire Period
3305,0.31911613566289826,Small,Post-Inauguration vs Entire Period
3306,0.5478931140801644,Large,Post-Inauguration vs Entire Period
3307,0.5163412127440904,Large,Post-Inauguration vs Entire Period
3308,0.516032887975334,Large,Post-Inauguration vs Entire Period
3309,0.35066803699897225,Medium,Post-Inauguration vs Entire Period
3310,0.47564234326824256,Large,Post-Inauguration vs Entire Period
3311,0.4201438848920863,Medium,Post-Inauguration vs Entire Period
3312,0.4897225077081192,Large,Post-Inauguration vs Entire Period
3313,0.36916752312435763,Medium,Post-Inauguration vs Entire Period
3314,0.4447070914696814,Medium,Post-Inauguration vs Entire Period
3315,0.46505652620760535,Medium,Post-Inauguration vs Entire Period
3316,0.4183967112024666,Medium,Post-Inauguration vs Entire Period
3317,0.49958890030832476,Large,Post-Inauguration vs Entire Period
3318,0.4336073997944502,Medium,Post-Inauguration vs Entire Period
3319,0.4403905447070915,Medium,Post-Inauguration vs Entire Period
3320,0.3912641315519013,Medium,Post-Inauguration vs Entire Period
3321,0.4224049331963001,Medium,Post-Inauguration vs Entire Period
3322,0.5205549845837616,Large,Post-Inauguration vs Entire Period
3323,0.5344295991778006,Large,Post-Inauguration vs Entire Period
3324,0.41778006166495374,Medium,Post-Inauguration vs Entire Period
3325,0.5129496402877698,Large,Post-Inauguration vs Entire Period
3326,0.5230215827338129,Large,Post-Inauguration vs Entire Period
3327,0.3424460431654676,Medium,Post-Inauguration vs Entire Period
3328,0.4536485097636177,Medium,Post-Inauguration vs Entire Period
3329,0.4365878725590956,Medium,Post-Inauguration vs Entire Period
3330,0.5125385405960946,Large,Post-Inauguration vs Entire Period
3331,0.4064748201438849,Medium,Post-Inauguration vs Entire Period
3332,0.4618705035971223,Medium,Post-Inauguration vs Entire Period
3333,0.4543679342240493,Medium,Post-Inauguration vs Entire Period
3334,0.4699897225077081,Medium,Post-Inauguration vs Entire Period
3335,0.39383350462487154,Medium,Post-Inauguration vs Entire Period
3336,0.48602261048304213,Large,Post-Inauguration vs Entire Period
3337,0.3642343268242549,Medium,Post-Inauguration vs Entire Period
3338,0.5189105858170606,Large,Post-Inauguration vs Entire Period
3339,0.48602261048304213,Large,Post-Inauguration vs Entire Period
3340,0.5332990750256937,Large,Post-Inauguration vs Entire Period
3341,0.43052415210688594,Medium,Post-Inauguration vs Entire Period
3342,0.41459403905447073,Medium,Post-Inauguration vs Entire Period
3343,0.41243576567317575,Medium,Post-Inauguration vs Entire Period
3344,0.49044193216855086,Large,Post-Inauguration vs Entire Period
3345,0.49013360739979445,Large,Post-Inauguration vs Entire Period
3346,0.48961973278520043,Large,Post-Inauguration vs Entire Period
3347,0.5001027749229188,Large,Post-Inauguration vs Entire Period
3348,0.539568345323741,Large,Post-Inauguration vs Entire Period
3349,0.36002055498458374,Medium,Post-Inauguration vs Entire Period
3350,0.5595066803699897,Large,Post-Inauguration vs Entire Period
3351,0.513874614594039,Large,Post-Inauguration vs Entire Period
3352,0.5329907502569373,Large,Post-Inauguration vs Entire Period
3353,0.5399794450154163,Large,Post-Inauguration vs Entire Period
3354,0.5291880781089414,Large,Post-Inauguration vs Entire Period
3355,0.3828365878725591,Medium,Post-Inauguration vs Entire Period
3356,0.4157245632065776,Medium,Post-Inauguration vs Entire Period
3357,0.36392600205549847,Medium,Post-Inauguration vs Entire Period
3358,0.5193216855087359,Large,Post-Inauguration vs Entire Period
3359,0.4042137718396711,Medium,Post-Inauguration vs Entire Period
3360,0.30472764645426514,Small,Post-Inauguration vs Entire Period
3361,0.5012332990750257,Large,Post-Inauguration vs Entire Period
3362,0.43597122302158275,Medium,Post-Inauguration vs Entire Period
3363,0.3373072970195272,Medium,Post-Inauguration vs Entire Period
3364,0.4727646454265159,Medium,Post-Inauguration vs Entire Period
3365,0.42189105858170606,Medium,Post-Inauguration vs Entire Period
3366,0.39290853031860223,Medium,Post-Inauguration vs Entire Period
3367,0.5673175745118191,Large,Post-Inauguration vs Entire Period
3368,0.47471736896197325,Large,Post-Inauguration vs Entire Period
3369,0.46690647482014386,Medium,Post-Inauguration vs Entire Period
3370,0.43648509763617677,Medium,Post-Inauguration vs Entire Period
3371,0.5681397738951696,Large,Post-Inauguration vs Entire Period
3372,0.4096608427543679,Medium,Post-Inauguration vs Entire Period
3373,0.4236382322713258,Medium,Post-Inauguration vs Entire Period
3374,0.48150051387461457,Large,Post-Inauguration vs Entire Period
3375,0.41079136690647483,Medium,Post-Inauguration vs Entire Period
3376,0.4698869475847893,Medium,Post-Inauguration vs Entire Period
3377,0.41027749229188076,Medium,Post-Inauguration vs Entire Period
3378,0.5639260020554985,Large,Post-Inauguration vs Entire Period
3379,0.39414182939362796,Medium,Post-Inauguration vs Entire Period
3380,0.360431654676259,Medium,Post-Inauguration vs Entire Period
3381,0.405858170606372,Medium,Post-Inauguration vs Entire Period
3382,0.5635149023638232,Large,Post-Inauguration vs Entire Period
3383,0.3879753340184995,Medium,Post-Inauguration vs Entire Period
3384,0.4543679342240493,Medium,Post-Inauguration vs Entire Period
3385,0.4841726618705036,Large,Post-Inauguration vs Entire Period
3386,0.561459403905447,Large,Post-Inauguration vs Entire Period
3387,0.4617677286742035,Medium,Post-Inauguration vs Entire Period
3388,0.3526207605344296,Medium,Post-Inauguration vs Entire Period
3389,0.394655704008222,Medium,Post-Inauguration vs Entire Period
3390,0.3762589928057554,Medium,Post-Inauguration vs Entire Period
3391,0.48478931140801645,Large,Post-Inauguration vs Entire Period
3392,0.5166495375128468,Large,Post-Inauguration vs Entire Period
3393,0.5092497430626927,Large,Post-Inauguration vs Entire Period
3394,0.4309352517985611,Medium,Post-Inauguration vs Entire Period
3395,0.39917780061664954,Medium,Post-Inauguration vs Entire Period
3396,0.42939362795477903,Medium,Post-Inauguration vs Entire Period
3397,0.42990750256937305,Medium,Post-Inauguration vs Entire Period
3398,0.3855087358684481,Medium,Post-Inauguration vs Entire Period
3399,0.34224049331963,Medium,Post-Inauguration vs Entire Period
3400,0.47204522096608426,Medium,Post-Inauguration vs Entire Period
3401,0.420863309352518,Medium,Post-Inauguration vs Entire Period
3402,0.39537512846865364,Medium,Post-Inauguration vs Entire Period
3403,0.4311408016443988,Medium,Post-Inauguration vs Entire Period
3404,0.4098663926002056,Medium,Post-Inauguration vs Entire Period
3405,0.41891058581706064,Medium,Post-Inauguration vs Entire Period
3406,0.5705035971223021,Large,Post-Inauguration vs Entire Period
3407,0.44131551901336075,Medium,Post-Inauguration vs Entire Period
3408,0.5270298047276465,Large,Post-Inauguration vs Entire Period
3409,0.45097636176772865,Medium,Post-Inauguration vs Entire Period
3410,0.492497430626927,Large,Post-Inauguration vs Entire Period
3411,0.4750256937307297,Large,Post-Inauguration vs Entire Period
3412,0.5211716341212744,Large,Post-Inauguration vs Entire Period
3413,0.4119218910585817,Medium,Post-Inauguration vs Entire Period
3414,0.45231243576567315,Medium,Post-Inauguration vs Entire Period
3415,0.4886947584789311,Large,Post-Inauguration vs Entire Period
3416,0.42836587872559095,Medium,Post-Inauguration vs Entire Period
3417,0.40051387461459403,Medium,Post-Inauguration vs Entire Period
3418,0.5129496402877698,Large,Post-Inauguration vs Entire Period
3419,0.3617677286742035,Medium,Post-Inauguration vs Entire Period
3420,0.47173689619732784,Medium,Post-Inauguration vs Entire Period
3421,0.4134635149023638,Medium,Post-Inauguration vs Entire Period
3422,0.4023638232271326,Medium,Post-Inauguration vs Entire Period
3423,0.5122302158273381,Large,Post-Inauguration vs Entire Period
3424,0.3082219938335046,Small,Post-Inauguration vs Entire Period
3425,0.5453237410071943,Large,Post-Inauguration vs Entire Period
3426,0.4749229188078109,Large,Post-Inauguration vs Entire Period
3427,0.36927029804727646,Medium,Post-Inauguration vs Entire Period
3428,0.47882836587872557,Large,Post-Inauguration vs Entire Period
3429,0.4403905447070915,Medium,Post-Inauguration vs Entire Period
3430,0.5212744090441932,Large,Post-Inauguration vs Entire Period
3431,0.5004110996916752,Large,Post-Inauguration vs Entire Period
3432,0.37225077081192187,Medium,Post-Inauguration vs Entire Period
3433,0.39414182939362796,Medium,Post-Inauguration vs Entire Period
3434,0.4112024665981501,Medium,Post-Inauguration vs Entire Period
3435,0.4471736896197328,Medium,Post-Inauguration vs Entire Period
3436,0.34439876670092495,Medium,Post-Inauguration vs Entire Period
3437,0.5024665981500513,Large,Post-Inauguration vs Entire Period
3438,0.5013360739979446,Large,Post-Inauguration vs Entire Period
3439,0.4686536485097636,Medium,Post-Inauguration vs Entire Period
3440,0.43237410071942445,Medium,Post-Inauguration vs Entire Period
3441,0.5038026721479959,Large,Post-Inauguration vs Entire Period
3442,0.4487153134635149,Medium,Post-Inauguration vs Entire Period
3443,0.34953751284686535,Medium,Post-Inauguration vs Entire Period
3444,0.516546762589928,Large,Post-Inauguration vs Entire Period
3445,0.5578622816032888,Large,Post-Inauguration vs Entire Period
3446,0.49681397738951694,Large,Post-Inauguration vs Entire Period
3447,0.5306269270298047,Large,Post-Inauguration vs Entire Period
3448,0.44532374100719424,Medium,Post-Inauguration vs Entire Period
3449,0.42970195272353545,Medium,Post-Inauguration vs Entire Period
3450,0.45755395683453237,Medium,Post-Inauguration vs Entire Period
3451,0.4538540596094553,Medium,Post-Inauguration vs Entire Period
3452,0.4035971223021583,Medium,Post-Inauguration vs Entire Period
3453,0.4683453237410072,Medium,Post-Inauguration vs Entire Period
3454,0.4593011305241521,Medium,Post-Inauguration vs Entire Period
3455,0.3699897225077081,Medium,Post-Inauguration vs Entire Period
3456,0.423535457348407,Medium,Post-Inauguration vs Entire Period
3457,0.5120246659815005,Large,Post-Inauguration vs Entire Period
3458,0.5205549845837616,Large,Post-Inauguration vs Entire Period
3459,0.5520041109969167,Large,Post-Inauguration vs Entire Period
3460,0.3780061664953751,Medium,Post-Inauguration vs Entire Period
3461,0.49537512846865367,Large,Post-Inauguration vs Entire Period
3462,0.3675231243576567,Medium,Post-Inauguration vs Entire Period
3463,0.37738951695786227,Medium,Post-Inauguration vs Entire Period
3464,0.512846865364851,Large,Post-Inauguration vs Entire Period
3465,0.5214799588900308,Large,Post-Inauguration vs Entire Period
3466,0.42312435765673173,Medium,Post-Inauguration vs Entire Period
3467,0.4868448098663926,Large,Post-Inauguration vs Entire Period
3468,0.4090441932168551,Medium,Post-Inauguration vs Entire Period
3469,0.4367934224049332,Medium,Post-Inauguration vs Entire Period
3470,0.4644398766700925,Medium,Post-Inauguration vs Entire Period
3471,0.3807810894141829,Medium,Post-Inauguration vs Entire Period
3472,0.4498458376156218,Medium,Post-Inauguration vs Entire Period
3473,0.48345323741007196,Large,Post-Inauguration vs Entire Period
3474,0.5036998972250771,Large,Post-Inauguration vs Entire Period
3475,0.48828365878725594,Large,Post-Inauguration vs Entire Period
3476,0.3895169578622816,Medium,Post-Inauguration vs Entire Period
3477,0.40616649537512844,Medium,Post-Inauguration vs Entire Period
3478,0.5596094552929085,Large,Post-Inauguration vs Entire Period
3479,0.5295991778006166,Large,Post-Inauguration vs Entire Period
3480,0.43401849948612536,Medium,Post-Inauguration vs Entire Period
3481,0.39948612538540595,Medium,Post-Inauguration vs Entire Period
3482,0.39763617677286744,Medium,Post-Inauguration vs Entire Period
3483,0.5425488180883864,Large,Post-Inauguration vs Entire Period
3484,0.5767728674203494,Large,Post-Inauguration vs Entire Period
3485,0.48468653648509763,Large,Post-Inauguration vs Entire Period
3486,0.475950668036999,Large,Post-Inauguration vs Entire Period
3487,0.48345323741007196,Large,Post-Inauguration vs Entire Period
3488,0.45447070914696813,Medium,Post-Inauguration vs Entire Period
3489,0.4873586844809866,Large,Post-Inauguration vs Entire Period
3490,0.45323741007194246,Medium,Post-Inauguration vs Entire Period
3491,0.3971223021582734,Medium,Post-Inauguration vs Entire Period
3492,0.4868448098663926,Large,Post-Inauguration vs Entire Period
3493,0.47153134635149024,Medium,Post-Inauguration vs Entire Period
3494,0.42692702980472763,Medium,Post-Inauguration vs Entire Period
3495,0.439054470709147,Medium,Post-Inauguration vs Entire Period
3496,0.3745118191161357,Medium,Post-Inauguration vs Entire Period
3497,0.47553956834532374,Large,Post-Inauguration vs Entire Period
3498,0.49815005138746143,Large,Post-Inauguration vs Entire Period
3499,0.5062692702980472,Large,Post-Inauguration vs Entire Period
3500,0.5906474820143884,Large,Post-Inauguration vs Entire Period
3501,0.45046248715313464,Medium,Post-Inauguration vs Entire Period
3502,0.4841726618705036,Large,Post-Inauguration vs Entire Period
3503,0.5713257965056526,Large,Post-Inauguration vs Entire Period
3504,0.41942446043165466,Medium,Post-Inauguration vs Entire Period
3505,0.35118191161356627,Medium,Post-Inauguration vs Entire Period
3506,0.620863309352518,Large,Post-Inauguration vs Entire Period
3507,0.5421377183967112,Large,Post-Inauguration vs Entire Period
3508,0.48016443987667007,Large,Post-Inauguration vs Entire Period
3509,0.4174717368961973,Medium,Post-Inauguration vs Entire Period
3510,0.4541623843782117,Medium,Post-Inauguration vs Entire Period
3511,0.4035971223021583,Medium,Post-Inauguration vs Entire Period
3512,0.5809866392600206,Large,Post-Inauguration vs Entire Period
3513,0.4819116135662898,Large,Post-Inauguration vs Entire Period
3514,0.4958890030832477,Large,Post-Inauguration vs Entire Period
3515,0.5107913669064749,Large,Post-Inauguration vs Entire Period
3516,0.43915724563206576,Medium,Post-Inauguration vs Entire Period
3517,0.47821171634121273,Large,Post-Inauguration vs Entire Period
3518,0.4638232271325797,Medium,Post-Inauguration vs Entire Period
3519,0.4649537512846865,Medium,Post-Inauguration vs Entire Period
3520,0.5341212744090442,Large,Post-Inauguration vs Entire Period
3521,0.47399794450154165,Medium,Post-Inauguration vs Entire Period
3522,0.4773895169578623,Large,Post-Inauguration vs Entire Period
3523,0.4473792394655704,Medium,Post-Inauguration vs Entire Period
3524,0.3491264131551901,Medium,Post-Inauguration vs Entire Period
3525,0.4063720452209661,Medium,Post-Inauguration vs Entire Period
3526,0.45878725590955804,Medium,Post-Inauguration vs Entire Period
3527,0.5061664953751285,Large,Post-Inauguration vs Entire Period
3528,0.3701952723535457,Medium,Post-Inauguration vs Entire Period
3529,0.42682425488180886,Medium,Post-Inauguration vs Entire Period
3530,0.37286742034943476,Medium,Post-Inauguration vs Entire Period
3531,0.40164439876670094,Medium,Post-Inauguration vs Entire Period
3532,0.4910585817060637,Large,Post-Inauguration vs Entire Period
