bootstrap_iteration,d_statistic,p_value,significant,comparison
272,0.43967112024665983,1.4448458164863447e-08,True,Post-Inauguration vs Entire Period
273,0.36012332990750257,7.4802688143410145e-06,True,Post-Inauguration vs Entire Period
274,0.518191161356629,6.692837396848974e-12,True,Post-Inauguration vs Entire Period
275,0.40380267214799587,2.920050358278342e-07,True,Post-Inauguration vs Entire Period
276,0.5038026721479959,3.03206363313598e-11,True,Post-Inauguration vs Entire Period
277,0.497327852004111,6.181242557478531e-11,True,Post-Inauguration vs Entire Period
278,0.3972250770811922,4.758857326505721e-07,True,Post-Inauguration vs Entire Period
279,0.46772867420349434,1.0591644779535696e-09,True,Post-Inauguration vs Entire Period
280,0.41757451181911615,9.166124011625485e-08,True,Post-Inauguration vs Entire Period
281,0.5325796505652621,1.4015318746571906e-12,True,Post-Inauguration vs Entire Period
282,0.5261048304213772,2.9806121037525365e-12,True,Post-Inauguration vs Entire Period
283,0.352929085303186,1.2333085546789694e-05,True,Post-Inauguration vs Entire Period
284,0.4617677286742035,1.9004836655012468e-09,True,Post-Inauguration vs Entire Period
285,0.3672147995889003,4.488001323431833e-06,True,Post-Inauguration vs Entire Period
286,0.439568345323741,1.4500013178918743e-08,True,Post-Inauguration vs Entire Period
287,0.3961973278520041,5.196694039673388e-07,True,Post-Inauguration vs Entire Period
288,0.41788283658787256,9.152359677395297e-08,True,Post-Inauguration vs Entire Period
289,0.4246659815005139,5.0224122257940325e-08,True,Post-Inauguration vs Entire Period
290,0.5612538540596095,5.223059845156339e-14,True,Post-Inauguration vs Entire Period
291,0.37492291880781087,2.6497377182086365e-06,True,Post-Inauguration vs Entire Period
292,0.40431654676258993,2.746523703273787e-07,True,Post-Inauguration vs Entire Period
293,0.46783144912641317,1.0591485250383542e-09,True,Post-Inauguration vs Entire Period
294,0.4750256937307297,5.335773533035567e-10,True,Post-Inauguration vs Entire Period
295,0.5110996916752313,1.4337001277104982e-11,True,Post-Inauguration vs Entire Period
296,0.47533401849948614,5.330576228232049e-10,True,Post-Inauguration vs Entire Period
297,0.4606372045220966,2.0767002393112645e-09,True,Post-Inauguration vs Entire Period
298,0.3959917780061665,5.199514387713693e-07,True,Post-Inauguration vs Entire Period
299,0.45334018499486123,4.022547814757785e-09,True,Post-Inauguration vs Entire Period
300,0.5261048304213772,2.9806121037525365e-12,True,Post-Inauguration vs Entire Period
301,0.46783144912641317,1.0591485250383542e-09,True,Post-Inauguration vs Entire Period
302,0.39003083247687564,8.337523714581493e-07,True,Post-Inauguration vs Entire Period
303,0.41767728674203497,9.16457734095486e-08,True,Post-Inauguration vs Entire Period
304,0.41767728674203497,9.16457734095486e-08,True,Post-Inauguration vs Entire Period
305,0.3608427543679342,7.341436359936468e-06,True,Post-Inauguration vs Entire Period
306,0.4465570400822199,7.69188628522058e-09,True,Post-Inauguration vs Entire Period
307,0.36094552929085305,7.279769799089191e-06,True,Post-Inauguration vs Entire Period
308,0.3817060637204522,1.5619897990652063e-06,True,Post-Inauguration vs Entire Period
309,0.43216855087358685,2.7178754326126054e-08,True,Post-Inauguration vs Entire Period
310,0.48232271325796505,2.654682401169132e-10,True,Post-Inauguration vs Entire Period
311,0.3891058581706064,9.051773631454002e-07,True,Post-Inauguration vs Entire Period
312,0.36032887975334016,7.472269682141891e-06,True,Post-Inauguration vs Entire Period
313,0.4605344295991778,2.076730172075519e-09,True,Post-Inauguration vs Entire Period
314,0.46125385405960945,2.0581398649150066e-09,True,Post-Inauguration vs Entire Period
315,0.4754367934224049,5.322793152075227e-10,True,Post-Inauguration vs Entire Period
316,0.46896197327852,9.627200250949543e-10,True,Post-Inauguration vs Entire Period
317,0.439054470709147,1.4555649085225234e-08,True,Post-Inauguration vs Entire Period
318,0.4822199383350462,2.65489187972017e-10,True,Post-Inauguration vs Entire Period
319,0.49681397738951694,6.327002246717276e-11,True,Post-Inauguration vs Entire Period
320,0.41161356628982526,1.4961883639985826e-07,True,Post-Inauguration vs Entire Period
321,0.41757451181911615,9.166124011625485e-08,True,Post-Inauguration vs Entire Period
322,0.39568345323741005,5.199855320214378e-07,True,Post-Inauguration vs Entire Period
323,0.46073997944501544,2.0765619642812645e-09,True,Post-Inauguration vs Entire Period
324,0.36032887975334016,7.472269682141891e-06,True,Post-Inauguration vs Entire Period
325,0.4900308324768756,1.2887884624093173e-10,True,Post-Inauguration vs Entire Period
326,0.4247687564234327,5.022135146529158e-08,True,Post-Inauguration vs Entire Period
327,0.48232271325796505,2.654682401169132e-10,True,Post-Inauguration vs Entire Period
328,0.33884892086330937,3.237334540960497e-05,True,Post-Inauguration vs Entire Period
329,0.49712230215827335,6.287154623569034e-11,True,Post-Inauguration vs Entire Period
330,0.4039054470709147,2.9017421359957295e-07,True,Post-Inauguration vs Entire Period
331,0.4327852004110997,2.6346421180234495e-08,True,Post-Inauguration vs Entire Period
332,0.43915724563206576,1.4554795636093248e-08,True,Post-Inauguration vs Entire Period
333,0.41109969167523125,1.625657207135092e-07,True,Post-Inauguration vs Entire Period
334,0.40349434737923945,2.9449675334406036e-07,True,Post-Inauguration vs Entire Period
335,0.4965056526207605,6.329629553757135e-11,True,Post-Inauguration vs Entire Period
336,0.36063720452209663,7.423023238355517e-06,True,Post-Inauguration vs Entire Period
337,0.4540596094552929,3.988892728671696e-09,True,Post-Inauguration vs Entire Period
338,0.36115107913669064,7.107437143273809e-06,True,Post-Inauguration vs Entire Period
339,0.5327852004110997,1.4006739496424116e-12,True,Post-Inauguration vs Entire Period
340,0.39671120246659813,5.120118871717464e-07,True,Post-Inauguration vs Entire Period
341,0.41027749229188076,1.6537205709642764e-07,True,Post-Inauguration vs Entire Period
342,0.46803699897225076,1.0588286430692107e-09,True,Post-Inauguration vs Entire Period
343,0.48335046248715313,2.375748279182088e-10,True,Post-Inauguration vs Entire Period
