bootstrap_iteration,delta,interpretation,comparison
1355,-0.9209109730848861,Large,Pre vs Post Inauguration
1356,-0.9718426501035197,Large,Pre vs Post Inauguration
1357,-0.9167701863354037,Large,Pre vs Post Inauguration
1358,-0.9076604554865424,Large,Pre vs Post Inauguration
1359,-0.9420289855072463,Large,Pre vs Post Inauguration
1360,-0.9366459627329192,Large,Pre vs Post Inauguration
1361,-0.929192546583851,Large,Pre vs Post Inauguration
1362,-0.9134575569358178,Large,Pre vs Post Inauguration
1363,-0.8538302277432712,Large,Pre vs Post Inauguration
1364,-0.9192546583850931,Large,Pre vs Post Inauguration
1365,-0.9465838509316771,Large,Pre vs Post Inauguration
1366,-0.9623188405797102,Large,Pre vs Post Inauguration
1367,-0.917184265010352,Large,Pre vs Post Inauguration
1368,-0.9548654244306418,Large,Pre vs Post Inauguration
1369,-0.9252587991718426,Large,Pre vs Post Inauguration
1370,-0.9739130434782609,Large,Pre vs Post Inauguration
1371,-0.8840579710144928,Large,Pre vs Post Inauguration
1372,-0.9111801242236025,Large,Pre vs Post Inauguration
1373,-0.9627329192546584,Large,Pre vs Post Inauguration
1374,-0.9457556935817806,Large,Pre vs Post Inauguration
1375,-0.927536231884058,Large,Pre vs Post Inauguration
1376,-0.9627329192546584,Large,Pre vs Post Inauguration
1377,-0.9892339544513458,Large,Pre vs Post Inauguration
1378,-0.9105590062111801,Large,Pre vs Post Inauguration
1379,-0.9440993788819876,Large,Pre vs Post Inauguration
1380,-0.943064182194617,Large,Pre vs Post Inauguration
1381,-0.9391304347826087,Large,Pre vs Post Inauguration
1382,-0.8853002070393374,Large,Pre vs Post Inauguration
1383,-0.9639751552795031,Large,Pre vs Post Inauguration
1384,-0.8807453416149068,Large,Pre vs Post Inauguration
1385,-0.915527950310559,Large,Pre vs Post Inauguration
1386,-0.9204968944099379,Large,Pre vs Post Inauguration
1387,-0.9623188405797102,Large,Pre vs Post Inauguration
1388,-0.9486542443064182,Large,Pre vs Post Inauguration
1389,-0.9577639751552796,Large,Pre vs Post Inauguration
1390,-0.8968944099378882,Large,Pre vs Post Inauguration
1391,-0.90351966873706,Large,Pre vs Post Inauguration
1392,-0.8964803312629399,Large,Pre vs Post Inauguration
1393,-0.9213250517598344,Large,Pre vs Post Inauguration
1394,-0.9209109730848861,Large,Pre vs Post Inauguration
1395,-0.9316770186335404,Large,Pre vs Post Inauguration
1396,-0.9530020703933747,Large,Pre vs Post Inauguration
1397,-0.9581780538302277,Large,Pre vs Post Inauguration
1398,-0.920703933747412,Large,Pre vs Post Inauguration
1399,-0.9254658385093167,Large,Pre vs Post Inauguration
1400,-0.8981366459627329,Large,Pre vs Post Inauguration
1401,-0.8753623188405797,Large,Pre vs Post Inauguration
1402,-0.9372670807453416,Large,Pre vs Post Inauguration
1403,-0.9565217391304348,Large,Pre vs Post Inauguration
1404,-0.9221532091097309,Large,Pre vs Post Inauguration
1405,-0.9354037267080745,Large,Pre vs Post Inauguration
1406,-0.8832298136645963,Large,Pre vs Post Inauguration
1407,-0.8790890269151139,Large,Pre vs Post Inauguration
1408,-0.9105590062111801,Large,Pre vs Post Inauguration
1409,-0.9598343685300207,Large,Pre vs Post Inauguration
1410,-0.9490683229813665,Large,Pre vs Post Inauguration
1411,-0.9320910973084886,Large,Pre vs Post Inauguration
1412,-0.9196687370600414,Large,Pre vs Post Inauguration
1413,-0.8898550724637682,Large,Pre vs Post Inauguration
1414,-0.967287784679089,Large,Pre vs Post Inauguration
1415,-0.9033126293995859,Large,Pre vs Post Inauguration
1416,-0.9020703933747412,Large,Pre vs Post Inauguration
1417,-0.8766045548654244,Large,Pre vs Post Inauguration
1418,-0.9312629399585921,Large,Pre vs Post Inauguration
1419,-0.9227743271221532,Large,Pre vs Post Inauguration
1420,-0.9159420289855073,Large,Pre vs Post Inauguration
1421,-0.9304347826086956,Large,Pre vs Post Inauguration
1422,-0.9049689440993789,Large,Pre vs Post Inauguration
1423,-0.9097308488612836,Large,Pre vs Post Inauguration
1424,-0.9548654244306418,Large,Pre vs Post Inauguration
1425,-0.9440993788819876,Large,Pre vs Post Inauguration
1426,-0.9080745341614906,Large,Pre vs Post Inauguration
1427,-0.9428571428571428,Large,Pre vs Post Inauguration
1428,-0.9426501035196687,Large,Pre vs Post Inauguration
1429,-0.9432712215320911,Large,Pre vs Post Inauguration
1430,-0.9428571428571428,Large,Pre vs Post Inauguration
1431,-0.9175983436853002,Large,Pre vs Post Inauguration
1432,-0.9465838509316771,Large,Pre vs Post Inauguration
1433,-0.939544513457557,Large,Pre vs Post Inauguration
1434,-0.8724637681159421,Large,Pre vs Post Inauguration
1435,-0.9706004140786749,Large,Pre vs Post Inauguration
1436,-0.9175983436853002,Large,Pre vs Post Inauguration
1437,-0.8778467908902692,Large,Pre vs Post Inauguration
1438,-0.915527950310559,Large,Pre vs Post Inauguration
1439,-0.9490683229813665,Large,Pre vs Post Inauguration
1440,-0.8579710144927536,Large,Pre vs Post Inauguration
1441,-0.9254658385093167,Large,Pre vs Post Inauguration
1442,-0.9229813664596274,Large,Pre vs Post Inauguration
1443,-0.9180124223602485,Large,Pre vs Post Inauguration
1444,-0.8881987577639752,Large,Pre vs Post Inauguration
1445,-0.913871635610766,Large,Pre vs Post Inauguration
1446,-0.9496894409937888,Large,Pre vs Post Inauguration
1447,-0.9358178053830227,Large,Pre vs Post Inauguration
1448,-0.8989648033126294,Large,Pre vs Post Inauguration
1449,-0.8790890269151139,Large,Pre vs Post Inauguration
1450,-0.9233954451345756,Large,Pre vs Post Inauguration
1451,-0.8910973084886128,Large,Pre vs Post Inauguration
1452,-0.9438923395445135,Large,Pre vs Post Inauguration
1453,-0.9080745341614906,Large,Pre vs Post Inauguration
1454,-0.9076604554865424,Large,Pre vs Post Inauguration
1455,-0.8712215320910973,Large,Pre vs Post Inauguration
1456,-0.9540372670807453,Large,Pre vs Post Inauguration
1457,-0.905175983436853,Large,Pre vs Post Inauguration
1458,-0.8952380952380953,Large,Pre vs Post Inauguration
1459,-0.9542443064182194,Large,Pre vs Post Inauguration
1460,-0.8935817805383023,Large,Pre vs Post Inauguration
1461,-0.9057971014492754,Large,Pre vs Post Inauguration
1462,-0.9354037267080745,Large,Pre vs Post Inauguration
1463,-0.9101449275362319,Large,Pre vs Post Inauguration
1464,-0.9645962732919254,Large,Pre vs Post Inauguration
1465,-0.9544513457556936,Large,Pre vs Post Inauguration
1466,-0.9316770186335404,Large,Pre vs Post Inauguration
1467,-0.932712215320911,Large,Pre vs Post Inauguration
1468,-0.9184265010351967,Large,Pre vs Post Inauguration
1469,-0.901863354037267,Large,Pre vs Post Inauguration
1470,-0.8886128364389234,Large,Pre vs Post Inauguration
1471,-0.8472049689440994,Large,Pre vs Post Inauguration
1472,-0.9412008281573498,Large,Pre vs Post Inauguration
1473,-0.8977225672877847,Large,Pre vs Post Inauguration
1474,-0.915527950310559,Large,Pre vs Post Inauguration
1475,-0.9325051759834369,Large,Pre vs Post Inauguration
1476,-0.9250517598343685,Large,Pre vs Post Inauguration
1477,-0.8621118012422361,Large,Pre vs Post Inauguration
1478,-0.9002070393374741,Large,Pre vs Post Inauguration
1479,-0.9407867494824017,Large,Pre vs Post Inauguration
1480,-0.9333333333333333,Large,Pre vs Post Inauguration
1481,-0.9128364389233955,Large,Pre vs Post Inauguration
1482,-0.9012422360248448,Large,Pre vs Post Inauguration
1483,-0.924223602484472,Large,Pre vs Post Inauguration
1484,-0.9598343685300207,Large,Pre vs Post Inauguration
1485,-0.9337474120082816,Large,Pre vs Post Inauguration
1486,-0.8490683229813665,Large,Pre vs Post Inauguration
1487,-0.9265010351966874,Large,Pre vs Post Inauguration
1488,-0.9826086956521739,Large,Pre vs Post Inauguration
1489,-0.8836438923395445,Large,Pre vs Post Inauguration
1490,-0.9585921325051759,Large,Pre vs Post Inauguration
1491,-0.9511387163561077,Large,Pre vs Post Inauguration
1492,-0.9422360248447205,Large,Pre vs Post Inauguration
1493,-0.9443064182194617,Large,Pre vs Post Inauguration
1494,-0.9472049689440993,Large,Pre vs Post Inauguration
1495,-0.9360248447204969,Large,Pre vs Post Inauguration
1496,-0.9573498964803313,Large,Pre vs Post Inauguration
1497,-0.915527950310559,Large,Pre vs Post Inauguration
1498,-0.9710144927536232,Large,Pre vs Post Inauguration
1499,-0.9660455486542443,Large,Pre vs Post Inauguration
1500,-0.9118012422360249,Large,Pre vs Post Inauguration
1501,-0.9366459627329192,Large,Pre vs Post Inauguration
1502,-0.8790890269151139,Large,Pre vs Post Inauguration
1503,-0.9465838509316771,Large,Pre vs Post Inauguration
1504,-0.9619047619047619,Large,Pre vs Post Inauguration
1505,-0.8436853002070394,Large,Pre vs Post Inauguration
1506,-0.8944099378881988,Large,Pre vs Post Inauguration
1507,-0.9581780538302277,Large,Pre vs Post Inauguration
1508,-0.9031055900621118,Large,Pre vs Post Inauguration
1509,-0.9308488612836439,Large,Pre vs Post Inauguration
1510,-0.9616977225672878,Large,Pre vs Post Inauguration
1511,-0.9300207039337474,Large,Pre vs Post Inauguration
1512,-0.9229813664596274,Large,Pre vs Post Inauguration
1513,-0.917184265010352,Large,Pre vs Post Inauguration
1514,-0.9188405797101449,Large,Pre vs Post Inauguration
1515,-0.9490683229813665,Large,Pre vs Post Inauguration
1516,-0.937888198757764,Large,Pre vs Post Inauguration
1517,-0.891511387163561,Large,Pre vs Post Inauguration
1518,-0.8898550724637682,Large,Pre vs Post Inauguration
1519,-0.9619047619047619,Large,Pre vs Post Inauguration
1520,-0.9192546583850931,Large,Pre vs Post Inauguration
1521,-0.9739130434782609,Large,Pre vs Post Inauguration
1522,-0.8968944099378882,Large,Pre vs Post Inauguration
1523,-0.9161490683229814,Large,Pre vs Post Inauguration
1524,-0.8525879917184265,Large,Pre vs Post Inauguration
1525,-0.9256728778467909,Large,Pre vs Post Inauguration
1526,-0.9204968944099379,Large,Pre vs Post Inauguration
1527,-0.9047619047619048,Large,Pre vs Post Inauguration
1528,-0.8881987577639752,Large,Pre vs Post Inauguration
1529,-0.9175983436853002,Large,Pre vs Post Inauguration
1530,-0.882815734989648,Large,Pre vs Post Inauguration
1531,-0.9151138716356108,Large,Pre vs Post Inauguration
1532,-0.9337474120082816,Large,Pre vs Post Inauguration
1533,-0.90351966873706,Large,Pre vs Post Inauguration
1534,-0.9229813664596274,Large,Pre vs Post Inauguration
1535,-0.8683229813664596,Large,Pre vs Post Inauguration
1536,-0.894824016563147,Large,Pre vs Post Inauguration
1537,-0.8865424430641822,Large,Pre vs Post Inauguration
1538,-0.9209109730848861,Large,Pre vs Post Inauguration
1539,-0.9409937888198758,Large,Pre vs Post Inauguration
1540,-0.8979296066252588,Large,Pre vs Post Inauguration
1541,-0.9246376811594202,Large,Pre vs Post Inauguration
1542,-0.9380952380952381,Large,Pre vs Post Inauguration
1543,-0.8993788819875776,Large,Pre vs Post Inauguration
1544,-0.8989648033126294,Large,Pre vs Post Inauguration
1545,-0.9449275362318841,Large,Pre vs Post Inauguration
1546,-0.9225672877846791,Large,Pre vs Post Inauguration
1547,-0.919047619047619,Large,Pre vs Post Inauguration
1548,-0.9238095238095239,Large,Pre vs Post Inauguration
1549,-0.9157349896480331,Large,Pre vs Post Inauguration
1550,-0.9113871635610766,Large,Pre vs Post Inauguration
1551,-0.9122153209109731,Large,Pre vs Post Inauguration
1552,-0.9428571428571428,Large,Pre vs Post Inauguration
1553,-0.9490683229813665,Large,Pre vs Post Inauguration
1554,-0.9677018633540373,Large,Pre vs Post Inauguration
1555,-0.9246376811594202,Large,Pre vs Post Inauguration
1556,-0.9153209109730849,Large,Pre vs Post Inauguration
1557,-0.9519668737060042,Large,Pre vs Post Inauguration
1558,-0.9523809523809523,Large,Pre vs Post Inauguration
1559,-0.9432712215320911,Large,Pre vs Post Inauguration
1560,-0.8894409937888199,Large,Pre vs Post Inauguration
1561,-0.9217391304347826,Large,Pre vs Post Inauguration
1562,-0.9105590062111801,Large,Pre vs Post Inauguration
1563,-0.9687370600414079,Large,Pre vs Post Inauguration
1564,-0.9383022774327122,Large,Pre vs Post Inauguration
1565,-0.893167701863354,Large,Pre vs Post Inauguration
1566,-0.8815734989648033,Large,Pre vs Post Inauguration
1567,-0.9122153209109731,Large,Pre vs Post Inauguration
1568,-0.9440993788819876,Large,Pre vs Post Inauguration
1569,-0.9233954451345756,Large,Pre vs Post Inauguration
1570,-0.9710144927536232,Large,Pre vs Post Inauguration
1571,-0.8766045548654244,Large,Pre vs Post Inauguration
1572,-0.8797101449275362,Large,Pre vs Post Inauguration
1573,-0.9031055900621118,Large,Pre vs Post Inauguration
1574,-0.9581780538302277,Large,Pre vs Post Inauguration
1575,-0.9006211180124224,Large,Pre vs Post Inauguration
1576,-0.9693581780538302,Large,Pre vs Post Inauguration
1577,-0.9316770186335404,Large,Pre vs Post Inauguration
1578,-0.9066252587991719,Large,Pre vs Post Inauguration
1579,-0.8354037267080745,Large,Pre vs Post Inauguration
1580,-0.9594202898550724,Large,Pre vs Post Inauguration
1581,-0.9428571428571428,Large,Pre vs Post Inauguration
1582,-0.9768115942028985,Large,Pre vs Post Inauguration
1583,-0.9287784679089027,Large,Pre vs Post Inauguration
1584,-0.9453416149068323,Large,Pre vs Post Inauguration
1585,-0.8968944099378882,Large,Pre vs Post Inauguration
1586,-0.9420289855072463,Large,Pre vs Post Inauguration
1587,-0.9416149068322981,Large,Pre vs Post Inauguration
1588,-0.9445134575569358,Large,Pre vs Post Inauguration
1589,-0.9262939958592132,Large,Pre vs Post Inauguration
1590,-0.9527950310559006,Large,Pre vs Post Inauguration
1591,-0.9412008281573498,Large,Pre vs Post Inauguration
1592,-0.9532091097308488,Large,Pre vs Post Inauguration
1593,-0.8792960662525879,Large,Pre vs Post Inauguration
1594,-0.9196687370600414,Large,Pre vs Post Inauguration
1595,-0.9347826086956522,Large,Pre vs Post Inauguration
1596,-0.9345755693581781,Large,Pre vs Post Inauguration
1597,-0.8761904761904762,Large,Pre vs Post Inauguration
1598,-0.9333333333333333,Large,Pre vs Post Inauguration
1599,-0.8962732919254658,Large,Pre vs Post Inauguration
1600,-0.8660455486542443,Large,Pre vs Post Inauguration
1601,-0.9246376811594202,Large,Pre vs Post Inauguration
1602,-0.9047619047619048,Large,Pre vs Post Inauguration
1603,-0.9320910973084886,Large,Pre vs Post Inauguration
1604,-0.9084886128364389,Large,Pre vs Post Inauguration
1605,-0.9159420289855073,Large,Pre vs Post Inauguration
1606,-0.9300207039337474,Large,Pre vs Post Inauguration
1607,-0.9142857142857143,Large,Pre vs Post Inauguration
1608,-0.9519668737060042,Large,Pre vs Post Inauguration
1609,-0.975983436853002,Large,Pre vs Post Inauguration
1610,-0.8643892339544513,Large,Pre vs Post Inauguration
1611,-0.9002070393374741,Large,Pre vs Post Inauguration
1612,-0.9167701863354037,Large,Pre vs Post Inauguration
1613,-0.8598343685300207,Large,Pre vs Post Inauguration
1614,-0.9478260869565217,Large,Pre vs Post Inauguration
1615,-0.9126293995859214,Large,Pre vs Post Inauguration
1616,-0.9370600414078675,Large,Pre vs Post Inauguration
1617,-0.891511387163561,Large,Pre vs Post Inauguration
1618,-0.9407867494824017,Large,Pre vs Post Inauguration
1619,-0.9130434782608695,Large,Pre vs Post Inauguration
1620,-0.9231884057971015,Large,Pre vs Post Inauguration
1621,-0.9527950310559006,Large,Pre vs Post Inauguration
1622,-0.858592132505176,Large,Pre vs Post Inauguration
1623,-0.8559006211180125,Large,Pre vs Post Inauguration
1624,-0.9026915113871635,Large,Pre vs Post Inauguration
1625,-0.9598343685300207,Large,Pre vs Post Inauguration
1626,-0.8658385093167702,Large,Pre vs Post Inauguration
1627,-0.9109730848861284,Large,Pre vs Post Inauguration
1628,-0.9325051759834369,Large,Pre vs Post Inauguration
1629,-0.8906832298136645,Large,Pre vs Post Inauguration
1630,-0.863768115942029,Large,Pre vs Post Inauguration
1631,-0.9022774327122153,Large,Pre vs Post Inauguration
1632,-0.9159420289855073,Large,Pre vs Post Inauguration
1633,-0.9561076604554866,Large,Pre vs Post Inauguration
1634,-0.8890269151138717,Large,Pre vs Post Inauguration
1635,-0.8898550724637682,Large,Pre vs Post Inauguration
1636,-0.9002070393374741,Large,Pre vs Post Inauguration
1637,-0.8594202898550725,Large,Pre vs Post Inauguration
1638,-0.9643892339544513,Large,Pre vs Post Inauguration
1639,-0.9006211180124224,Large,Pre vs Post Inauguration
1640,-0.9420289855072463,Large,Pre vs Post Inauguration
1641,-0.8960662525879918,Large,Pre vs Post Inauguration
1642,-0.9175983436853002,Large,Pre vs Post Inauguration
1643,-0.9579710144927536,Large,Pre vs Post Inauguration
1644,-0.9420289855072463,Large,Pre vs Post Inauguration
1645,-0.9178053830227744,Large,Pre vs Post Inauguration
1646,-0.965631469979296,Large,Pre vs Post Inauguration
1647,-0.9542443064182194,Large,Pre vs Post Inauguration
1648,-0.8573498964803312,Large,Pre vs Post Inauguration
1649,-0.9010351966873706,Large,Pre vs Post Inauguration
1650,-0.9287784679089027,Large,Pre vs Post Inauguration
1651,-0.9449275362318841,Large,Pre vs Post Inauguration
1652,-0.9380952380952381,Large,Pre vs Post Inauguration
1653,-0.9314699792960662,Large,Pre vs Post Inauguration
1654,-0.9252587991718426,Large,Pre vs Post Inauguration
1655,-0.8964803312629399,Large,Pre vs Post Inauguration
1656,-0.9221532091097309,Large,Pre vs Post Inauguration
1657,-0.9076604554865424,Large,Pre vs Post Inauguration
1658,-0.9515527950310559,Large,Pre vs Post Inauguration
1659,-0.870600414078675,Large,Pre vs Post Inauguration
1660,-0.874120082815735,Large,Pre vs Post Inauguration
1661,-0.9755693581780538,Large,Pre vs Post Inauguration
1662,-0.884472049689441,Large,Pre vs Post Inauguration
1663,-0.9619047619047619,Large,Pre vs Post Inauguration
1664,-0.8952380952380953,Large,Pre vs Post Inauguration
1665,-0.9072463768115943,Large,Pre vs Post Inauguration
1666,-0.9055900621118013,Large,Pre vs Post Inauguration
1667,-0.939544513457557,Large,Pre vs Post Inauguration
1668,-0.9320910973084886,Large,Pre vs Post Inauguration
1669,-0.9089026915113871,Large,Pre vs Post Inauguration
1670,-0.9349896480331263,Large,Pre vs Post Inauguration
1671,-0.9424430641821946,Large,Pre vs Post Inauguration
1672,-0.9229813664596274,Large,Pre vs Post Inauguration
1673,-0.9366459627329192,Large,Pre vs Post Inauguration
1674,-0.8691511387163561,Large,Pre vs Post Inauguration
1675,-0.9565217391304348,Large,Pre vs Post Inauguration
1676,-0.9432712215320911,Large,Pre vs Post Inauguration
1677,-0.9333333333333333,Large,Pre vs Post Inauguration
1678,-0.9639751552795031,Large,Pre vs Post Inauguration
1679,-0.9109730848861284,Large,Pre vs Post Inauguration
1680,-0.9652173913043478,Large,Pre vs Post Inauguration
1681,-0.9436853002070393,Large,Pre vs Post Inauguration
1682,-0.8679089026915114,Large,Pre vs Post Inauguration
1683,-0.9080745341614906,Large,Pre vs Post Inauguration
1684,-0.9383022774327122,Large,Pre vs Post Inauguration
1685,-0.929192546583851,Large,Pre vs Post Inauguration
1686,-0.9204968944099379,Large,Pre vs Post Inauguration
1687,-0.9209109730848861,Large,Pre vs Post Inauguration
1688,-0.9527950310559006,Large,Pre vs Post Inauguration
1689,-0.8645962732919255,Large,Pre vs Post Inauguration
1690,-0.906832298136646,Large,Pre vs Post Inauguration
1691,-0.9300207039337474,Large,Pre vs Post Inauguration
1692,-0.9648033126293996,Large,Pre vs Post Inauguration
1693,-0.9602484472049689,Large,Pre vs Post Inauguration
1694,-0.9130434782608695,Large,Pre vs Post Inauguration
1695,-0.9022774327122153,Large,Pre vs Post Inauguration
1696,-0.9250517598343685,Large,Pre vs Post Inauguration
1697,-0.9022774327122153,Large,Pre vs Post Inauguration
1698,-0.898343685300207,Large,Pre vs Post Inauguration
1699,-0.9604554865424431,Large,Pre vs Post Inauguration
1700,-0.917184265010352,Large,Pre vs Post Inauguration
1701,-0.9585921325051759,Large,Pre vs Post Inauguration
1702,-0.9472049689440993,Large,Pre vs Post Inauguration
1703,-0.8906832298136645,Large,Pre vs Post Inauguration
1704,-0.8807453416149068,Large,Pre vs Post Inauguration
1705,-0.9105590062111801,Large,Pre vs Post Inauguration
1706,-0.9173913043478261,Large,Pre vs Post Inauguration
1707,-0.9333333333333333,Large,Pre vs Post Inauguration
1708,-0.9084886128364389,Large,Pre vs Post Inauguration
1709,-0.8923395445134575,Large,Pre vs Post Inauguration
1710,-0.9271221532091097,Large,Pre vs Post Inauguration
1711,-0.9153209109730849,Large,Pre vs Post Inauguration
1712,-0.8606625258799172,Large,Pre vs Post Inauguration
1713,-0.929192546583851,Large,Pre vs Post Inauguration
1714,-0.9805383022774327,Large,Pre vs Post Inauguration
1715,-0.9163561076604555,Large,Pre vs Post Inauguration
1716,-0.9625258799171843,Large,Pre vs Post Inauguration
1717,-0.874120082815735,Large,Pre vs Post Inauguration
1718,-0.9527950310559006,Large,Pre vs Post Inauguration
1719,-0.9118012422360249,Large,Pre vs Post Inauguration
1720,-0.8703933747412008,Large,Pre vs Post Inauguration
1721,-0.9180124223602485,Large,Pre vs Post Inauguration
1722,-0.9064182194616978,Large,Pre vs Post Inauguration
1723,-0.9146997929606625,Large,Pre vs Post Inauguration
1724,-0.9677018633540373,Large,Pre vs Post Inauguration
1725,-0.939544513457557,Large,Pre vs Post Inauguration
1726,-0.9072463768115943,Large,Pre vs Post Inauguration
1727,-0.9175983436853002,Large,Pre vs Post Inauguration
1728,-0.9130434782608695,Large,Pre vs Post Inauguration
1729,-0.9467908902691511,Large,Pre vs Post Inauguration
1730,-0.9544513457556936,Large,Pre vs Post Inauguration
1731,-0.9432712215320911,Large,Pre vs Post Inauguration
1732,-0.9654244306418219,Large,Pre vs Post Inauguration
1733,-0.8939958592132505,Large,Pre vs Post Inauguration
1734,-0.9217391304347826,Large,Pre vs Post Inauguration
1735,-0.9461697722567288,Large,Pre vs Post Inauguration
1736,-0.8745341614906832,Large,Pre vs Post Inauguration
1737,-0.9436853002070393,Large,Pre vs Post Inauguration
1738,-0.9200828157349896,Large,Pre vs Post Inauguration
1739,-0.9337474120082816,Large,Pre vs Post Inauguration
1740,-0.9540372670807453,Large,Pre vs Post Inauguration
1741,-0.9320910973084886,Large,Pre vs Post Inauguration
1742,-0.9354037267080745,Large,Pre vs Post Inauguration
1743,-0.9734989648033127,Large,Pre vs Post Inauguration
1744,-0.9118012422360249,Large,Pre vs Post Inauguration
1745,-0.913871635610766,Large,Pre vs Post Inauguration
1746,-0.8505175983436853,Large,Pre vs Post Inauguration
1747,-0.9047619047619048,Large,Pre vs Post Inauguration
1748,-0.8977225672877847,Large,Pre vs Post Inauguration
1749,-0.9457556935817806,Large,Pre vs Post Inauguration
1750,-0.9726708074534162,Large,Pre vs Post Inauguration
1751,-0.9022774327122153,Large,Pre vs Post Inauguration
1752,-0.9772256728778468,Large,Pre vs Post Inauguration
1753,-0.9631469979296067,Large,Pre vs Post Inauguration
1754,-0.8875776397515528,Large,Pre vs Post Inauguration
1755,-0.9204968944099379,Large,Pre vs Post Inauguration
1756,-0.8877846790890269,Large,Pre vs Post Inauguration
1757,-0.9221532091097309,Large,Pre vs Post Inauguration
1758,-0.8766045548654244,Large,Pre vs Post Inauguration
1759,-0.8900621118012423,Large,Pre vs Post Inauguration
1760,-0.9650103519668737,Large,Pre vs Post Inauguration
1761,-0.9314699792960662,Large,Pre vs Post Inauguration
1762,-0.9225672877846791,Large,Pre vs Post Inauguration
1763,-0.9101449275362319,Large,Pre vs Post Inauguration
1764,-0.9318840579710145,Large,Pre vs Post Inauguration
1765,-0.9283643892339545,Large,Pre vs Post Inauguration
1766,-0.8749482401656314,Large,Pre vs Post Inauguration
1767,-0.915527950310559,Large,Pre vs Post Inauguration
1768,-0.9281573498964804,Large,Pre vs Post Inauguration
1769,-0.9250517598343685,Large,Pre vs Post Inauguration
1770,-0.901863354037267,Large,Pre vs Post Inauguration
1771,-0.9474120082815735,Large,Pre vs Post Inauguration
1772,-0.949896480331263,Large,Pre vs Post Inauguration
1773,-0.9374741200828157,Large,Pre vs Post Inauguration
1774,-0.9453416149068323,Large,Pre vs Post Inauguration
1775,-0.8401656314699792,Large,Pre vs Post Inauguration
1776,-0.906832298136646,Large,Pre vs Post Inauguration
1777,-0.8583850931677018,Large,Pre vs Post Inauguration
1778,-0.9488612836438923,Large,Pre vs Post Inauguration
1779,-0.9192546583850931,Large,Pre vs Post Inauguration
1780,-0.9374741200828157,Large,Pre vs Post Inauguration
1781,-0.9060041407867495,Large,Pre vs Post Inauguration
1782,-0.9128364389233955,Large,Pre vs Post Inauguration
1783,-0.9391304347826087,Large,Pre vs Post Inauguration
1784,-0.9561076604554866,Large,Pre vs Post Inauguration
1785,-0.9204968944099379,Large,Pre vs Post Inauguration
1786,-0.9391304347826087,Large,Pre vs Post Inauguration
1787,-0.9345755693581781,Large,Pre vs Post Inauguration
1788,-0.8674948240165632,Large,Pre vs Post Inauguration
1789,-0.9486542443064182,Large,Pre vs Post Inauguration
1790,-0.9420289855072463,Large,Pre vs Post Inauguration
1791,-0.8881987577639752,Large,Pre vs Post Inauguration
1792,-0.9805383022774327,Large,Pre vs Post Inauguration
1793,-0.9436853002070393,Large,Pre vs Post Inauguration
1794,-0.8730848861283644,Large,Pre vs Post Inauguration
1795,-0.8824016563146998,Large,Pre vs Post Inauguration
1796,-0.8962732919254658,Large,Pre vs Post Inauguration
1797,-0.9581780538302277,Large,Pre vs Post Inauguration
1798,-0.9453416149068323,Large,Pre vs Post Inauguration
1799,-0.9335403726708075,Large,Pre vs Post Inauguration
1800,-0.9196687370600414,Large,Pre vs Post Inauguration
1801,-0.9440993788819876,Large,Pre vs Post Inauguration
1802,-0.9084886128364389,Large,Pre vs Post Inauguration
1803,-0.9594202898550724,Large,Pre vs Post Inauguration
1804,-0.9300207039337474,Large,Pre vs Post Inauguration
1805,-0.8898550724637682,Large,Pre vs Post Inauguration
1806,-0.9453416149068323,Large,Pre vs Post Inauguration
1807,-0.9022774327122153,Large,Pre vs Post Inauguration
1808,-0.9527950310559006,Large,Pre vs Post Inauguration
1809,-0.9660455486542443,Large,Pre vs Post Inauguration
1810,-0.9312629399585921,Large,Pre vs Post Inauguration
1811,-0.9084886128364389,Large,Pre vs Post Inauguration
1812,-0.9461697722567288,Large,Pre vs Post Inauguration
1813,-0.9432712215320911,Large,Pre vs Post Inauguration
1814,-0.9478260869565217,Large,Pre vs Post Inauguration
1815,-0.9202898550724637,Large,Pre vs Post Inauguration
1816,-0.9391304347826087,Large,Pre vs Post Inauguration
1817,-0.9424430641821946,Large,Pre vs Post Inauguration
1818,-0.9385093167701863,Large,Pre vs Post Inauguration
1819,-0.9544513457556936,Large,Pre vs Post Inauguration
1820,-0.9279503105590062,Large,Pre vs Post Inauguration
1821,-0.9751552795031055,Large,Pre vs Post Inauguration
1822,-0.9333333333333333,Large,Pre vs Post Inauguration
1823,-0.977639751552795,Large,Pre vs Post Inauguration
1824,-0.9105590062111801,Large,Pre vs Post Inauguration
1825,-0.9556935817805383,Large,Pre vs Post Inauguration
1826,-0.9420289855072463,Large,Pre vs Post Inauguration
1827,-0.9455486542443065,Large,Pre vs Post Inauguration
1828,-0.8968944099378882,Large,Pre vs Post Inauguration
1829,-0.9664596273291925,Large,Pre vs Post Inauguration
1830,-0.925879917184265,Large,Pre vs Post Inauguration
1831,-0.8964803312629399,Large,Pre vs Post Inauguration
1832,-0.9283643892339545,Large,Pre vs Post Inauguration
1833,-0.9217391304347826,Large,Pre vs Post Inauguration
1834,-0.9341614906832298,Large,Pre vs Post Inauguration
1835,-0.9581780538302277,Large,Pre vs Post Inauguration
1836,-0.8674948240165632,Large,Pre vs Post Inauguration
1837,-0.9254658385093167,Large,Pre vs Post Inauguration
